Content,Likes,Retweets,Replies,Quotes,Views,Labels,cleaned_sentence,encoded_labels
@AIRTEL_KE @safaricom #leaveKenya  with with disasters service quality @AIRTEL_KE,1,0,1,0,0,Customer care complaint,AIRTELKE safaricom leaveKenya with with disasters service quality AIRTELKE,0
@safaricom https://t.co/83k3qZQnHZ,0,0,0,0,0,Neutral,safaricom,6
@safaricom you dont follow back your followers. Kindly follow back @kiambura,0,0,0,0,0,Neutral,safaricom you dont follow back your followers Kindly follow back kiambura,6
@VOmovera @SafaricomPLC @safaricom 😂😂 the one and only guy whose name starts with 'O' who is broke...😅 The rest are in temporary deficiency of legal tender🤩,1,0,0,0,0,Neutral,VOmovera SafaricomPLC safaricom the one and only guy whose name starts with O who is broke The rest are in temporary deficiency of legal tender,6
"@safaricom care can i get a reversal on.... SB23VH07RB Confirmed. Ksh1,700.00 sent to margaret  mwaringa 0701094681 on 2/2/24 at 8:12 PM.
Your 456 code is unavailable currently",0,0,0,0,15,Customer care complaint,safaricom care can i get a reversal on SB23VH07RB Confirmed Ksh1700 sent to margaret mwaringa 0701094681 on 224 at 812 PM Your 456 code is unavailable currently,0
"Hey Guys 😃, @Safaricom is unveiling a new video platform BAZE, tune in to the exclusive unveiling as from 6pm Today on YouTube &amp; all of Safaricom's social media pages. Don't miss out, 

Here's a link to the YouTube live stream https://t.co/aWgUaOJQMh 
#TukutaneBaze https://t.co/CvaeqTBJ2U",0,0,0,0,0,Neutral,Hey Guys Safaricom is unveiling a new video platform BAZE tune in to the exclusive unveiling as from 6pm Today on YouTube amp all of Safaricoms social media pages do not miss out Heres a link to the YouTube live stream TukutaneBaze,6
@safaricom I need assistance 0729161289,0,0,0,0,0,Customer care complaint,safaricom I need assistance 0729161289,0
@GhettoRadio895 SHAKHAHOLA @safaricom is listening to calls and tracing #rutomustgo users on their cellphones from data scrapped of their verification badges from https://t.co/2L1lmEmbJW @elonmusk is aware the media is aware but they are a bunch of cowards protecting a salary less thn 200k each https://t.co/3gfUbmFC0m,0,0,0,0,31,Data protection and privacy concern,GhettoRadio895 SHAKHAHOLA safaricom is listening to calls and tracing rutomustgo users on their cellphones from data scrapped of their verification badges from elonmusk is aware the media is aware but they are a bunch of cowards protecting a salary less thn 200k each,1
@safaricom Ni maghasia sana,1,1,1,0,26,Hate Speech,safaricom Ni maghasia sana,2
@AvrilKenya Use @Safaricom. It is routers are dual-band 2G - 5G So I get two wi-fi signals from one. https://t.co/gjQBCVfuVq,0,0,0,0,251,Neutral,AvrilKenya Use Safaricom It is routers are dualband 2G 5G So I get two wifi signals from one,6
@muindi_elijah @TrezaNgesa @Environment_Ke @NemaKenya @UNEP @netfund @PACJA1 @WWF @Greenpeace @kfs @kws @kwta @JustusMMutua @Fibanda1 @safaricom @DrAlfredMutua @spheelmodels @MachakosC ☑️☑️☑️💚,1,1,0,0,0,Neutral,muindielijah TrezaNgesa EnvironmentKe NemaKenya UNEP netfund PACJA1 WWF Greenpeace kfs kws kwta JustusMMutua Fibanda1 safaricom DrAlfredMutua spheelmodels MachakosC,6
@johnallannamu @safaricom BURE KABISA SHAME ON YOU,0,0,0,0,7,Hate Speech,johnallannamu safaricom BURE KABISA SHAME ON YOU,2
"@safaricom Please help to reverse OB82X4ALTA transaction,please.",0,0,0,0,0,Customer care complaint,safaricom Please help to reverse OB82X4ALTA transactionplease,0
"@SafaricomPLC @Safaricom , if safaricom was a person I would have championed you vie for a political positionsl,,,atleast mnainua boychild through your ads",0,0,0,0,134,Neutral,SafaricomPLC Safaricom if safaricom was a person I would have championed you vie for a political positionslatleast mnainua boychild through your ads,6
"@omwambaKE @Safaricom
mtanimaliza na heists ,endeleeni hivyo.",0,0,0,0,34,Hate Speech,omwambaKE Safaricom mtanimaliza na heists endeleeni hivyo,2
@safaricom internet for the office has been so slow for the last one month.i dont know why. Do you have aproblem along Bofa road Kilifi?,0,0,0,0,31,Network reliability problem,safaricom internet for the office has been so slow for the last one monthi dont know why Do you have aproblem along Bofa road Kilifi,5
@Safaricom_Care Truly @safaricom has broken barriers that no one thought a private company could. #TwendeTukiuke,0,0,0,0,0,Neutral,SafaricomCare Truly safaricom has broken barriers that no one thought a private company could TwendeTukiuke,6
"@moneyacademyKE @AIRTEL_KE It's suspected that @safaricom is contravening customer privacy  on contacts and location of customers hence abductions ..You @AIRTEL_KE have decency and compliance to privacy , never been implicated in any scandal..Revise data bundles , strengthen your networks and more agents.",3,0,0,0,62,Data protection and privacy concern,moneyacademyKE AIRTELKE it is suspected that safaricom is contravening customer privacy on contacts and location of customers hence abductions You AIRTELKE have decency and compliance to privacy never been implicated in any scandalRevise data bundles strengthen your networks and more agents,1
"@RobertAlai I bought Huawei Y5lite @safaricom shop KTL bure kabisa, I charge it day and night! 2months old. Disgusting phone.",0,0,0,0,0,Customer care complaint,RobertAlai I bought Huawei Y5lite safaricom shop KTL bure kabisa I charge it day and night 2months old Disgusting phone,0
"Time ya kuhama safaricom juu hawajawai tosheka kutuibia
@safaricom https://t.co/QFaJQXj7IF",1,1,0,0,40,Customer care complaint,Time ya kuhama safaricom juu hawajawai tosheka kutuibia safaricom,0
@safaricom care&amp;use #SafaricomForYou . Magnificent,0,0,0,0,0,Neutral,safaricom careampuse SafaricomForYou Magnificent,6
@itsBrian_Biko @Safaricom_Care @safaricom Hope the right person do the right thing.,1,0,0,0,0,Neutral,itsBrianBiko SafaricomCare safaricom Hope the right person do the right thing,6
"@phelimaxjean @kenyasgossips @safaricom Man, they really took their time on this",4,0,0,0,213,Neutral,phelimaxjean kenyasgossips safaricom Man they really took their time on this,6
@ledamalekina @safaricom Check in archives,0,0,0,0,0,Neutral,ledamalekina safaricom Check in archives,6
@Safaricom_Care @Safaricom care,0,0,0,0,58,Neutral,SafaricomCare Safaricom care,6
"@Safaricom Are people from Senyende Village of Murhanda ward and its environs, children of a lesser God. Dont they  need to buy and use your airtime, data, mpesa etc. We have raised the issue of lack network  for years but since it's  just a Village area you pay no attention",0,0,0,0,10,Network reliability problem,Safaricom Are people from Senyende Village of Murhanda ward and its environs children of a lesser God Dont they need to buy and use your airtime data mpesa etc We have raised the issue of lack network for years but since it is just a Village area you pay no attention,5
@SafaricomPLC Check DM @Safaricom,0,0,0,0,0,Neutral,SafaricomPLC Check DM Safaricom,6
"What about getting that fast charging and durable #Moxom #iPhone charger @Safaricom shops in #kenya
#tech #Chargers https://t.co/lo5o68fabX",0,1,0,0,0,Neutral,What about getting that fast charging and durable Moxom iPhone charger Safaricom shops in kenya tech Chargers,6
@ntvkenya i met a luo who has never used @safaricom simcard since 2017 when his honorable asked them to https://t.co/quwlIy2Fok getting it right??,16,0,0,0,0,Neutral,ntvkenya i met a luo who has never used safaricom simcard since 2017 when his honorable asked them to getting it right,6
"@safaricom, what's the problem with your internet at night nowadays since last week? It's very slow or am the only one experiencing this.",0,0,0,0,0,Internet or airtime bundle complaint,safaricom what is the problem with your internet at night nowadays since last week it is very slow or am the only one experiencing this,3
@safaricom @Safaricom_Care,0,0,0,0,0,Neutral,safaricom SafaricomCare,6
@Safaricom_Care @safaricom data network is either becoming terrible or you are just finding a reason to look from us.....,0,0,1,0,106,Network reliability problem,SafaricomCare safaricom data network is either becoming terrible or you are just finding a reason to look from us,5
@challiewaziri @safaricom @SafaricomPLC these goons are selling our info to third parties.. kwanza vile we are heading to serious political campaigns..wait n see.,0,0,0,0,0,Data protection and privacy concern,challiewaziri safaricom SafaricomPLC these goons are selling our info to third parties kwanza vile we are heading to serious political campaignswait n see,1
Great news!!! @Safaricom PLC have upgraded their home fibre speeds AT NO EXTRA COST! Enjoy Free Installation + Free router for Fibre to the Home customers. Not forgetting Free relocation: Moving? Safaricom will help you transfer your service at zero cost! https://t.co/CxLI6m8zud,0,0,0,0,70,Neutral,Great news Safaricom PLC have upgraded their home fibre speeds AT NO EXTRA COST Enjoy Free Installation Free router for Fibre to the Home customers Not forgetting Free relocation Moving Safaricom will help you transfer your service at zero cost,6
@safaricom every time I pay for data it finishes in less than 4 mins.,0,0,0,0,0,Internet or airtime bundle complaint,safaricom every time I pay for data it finishes in less than 4 mins,3
@ggmulokozi @patric_ph Uzuri wa Tanzania hadi mbabe kama kenya na @safaricom wakija wakakaza sisi kwetu shangwe,1,0,1,0,0,Neutral,ggmulokozi patricph Uzuri wa Tanzania hadi mbabe kama kenya na safaricom wakija wakakaza sisi kwetu shangwe,6
@safaricom @mpesa Personal number,1,0,0,0,66,Data protection and privacy concern,safaricom mpesa Personal number,1
@SafaricomPLC @safaricom 0798257742 fuliza limit just changed unnoticed I'd no 39450429 please return my limit,0,0,1,0,51,MPESA complaint,SafaricomPLC safaricom 0798257742 fuliza limit just changed unnoticed I would no 39450429 please return my limit,4
@aniniwafula @safaricom Mluyaa mjinga wewe 🖕🖕🖕,0,0,0,0,73,Hate Speech,aniniwafula safaricom Mluyaa mjinga wewe,2
"It seems to me that @Safaricom offers very little security back up on its Lipa na M-Pesa platform. When you slip and pat a wrong accouny, pray to God coz @Safaricom is nowhere to help!",0,0,0,0,0,Data protection and privacy concern,It seems to me that Safaricom offers very little security back up on its Lipa na MPesa platform When you slip and pat a wrong accouny pray to God coz Safaricom is nowhere to help,1
@RealMrumaDrive @Safaricom,0,0,0,0,14,Neutral,RealMrumaDrive Safaricom,6
@safaricom care recieved with thanks,0,0,0,0,0,Neutral,safaricom care recieved with thanks,6
@OlenaiboiKe @Safaricom_Care @safaricom Safaricom is nolonger safe,1,0,0,0,243,Data protection and privacy concern,OlenaiboiKe SafaricomCare safaricom Safaricom is nolonger safe,1
"@neverforgetferb @safaricom @Safaricom_Care Imagine a 1.25gb daily customer having issues all of a sudden this is to much to loose ( I even tried recommending her other line using my own money no data ) this is not a even double loss

Please look into it",1,0,0,0,75,Internet or airtime bundle complaint,neverforgetferb safaricom SafaricomCare Imagine a 125gb daily customer having issues all of a sudden this is to much to loose I even tried recommending her other line using my own money no data this is not a even double loss Please look into it,3
@SafaricomPLC @safaricom Safaricom's scale is phenomenal: 48.24M Mobile Users + 678K Fixed Subs + Billions in Voice/SMS traffic monthly. The engine powering Kenya's digital economy. 🇰🇪💡,1,1,0,0,556,Neutral,SafaricomPLC safaricom Safaricoms scale is phenomenal 4824M Mobile Users 678K Fixed Subs Billions in VoiceSMS traffic monthly The engine powering Kenyas digital economy,6
"@KiFaRa14 @safaricom @mpesa It depends it it's personal number, pochi or till/paybill.",1,0,0,0,61,Neutral,KiFaRa14 safaricom mpesa It depends it it is personal number pochi or tillpaybill,6
"@vivimagero @safaricom If this is not a scam , then I don't know what a scam is....hata credo ya 10 Bob??? https://t.co/J2HpfW34f2",2,0,1,0,0,MPESA complaint,vivimagero safaricom If this is not a scam then I do not know what a scam ishata credo ya 10 Bob,4
Hi @Safaricom check DM,0,0,0,0,0,Neutral,Hi Safaricom check DM,6
There's a reason why it was post&amp; telecommunications. Only @safaricom or a company with such technology can revitalise @Posta_Kenya to profitability.,0,0,0,0,88,Neutral,there is a reason why it was postamp telecommunications Only safaricom or a company with such technology can revitalise PostaKenya to profitability,6
"@SafaricomPLC @safaricom what is the purpose of having reversal function in Mpesa if it doesn't help at all? You've really failed as a company many are stealing thru you. Today one send 50,000 to wrong number and immediately tried reversal but it failed why 😭😭😭😭😭",0,0,1,0,89,MPESA complaint,SafaricomPLC safaricom what is the purpose of having reversal function in Mpesa if it does not help at all you have really failed as a company many are stealing thru you Today one send 500 to wrong number and immediately tried reversal but it failed why,4
"Thanks @safaricom for the 1gb free  Datta to celebrate the 17 years of being a daily safaricom customer.
Just wish it was a smart phone.. God bless safaricom!",0,0,0,0,0,Neutral,Thanks safaricom for the 1gb free Datta to celebrate the 17 years of being a daily safaricom customer Just wish it was a smart phone God bless safaricom,6
@Safaricom_Care @arnoldi254 @R_i_c_k__y @KimeuK_ @Malcom_wirld @joab_michael Kwani @Safaricom mliamua nikilipa iyo fuliza yenu mnarudisha limit to zerooo,0,0,1,0,37,MPESA complaint,SafaricomCare arnoldi254 Ricky KimeuK Malcomwirld joabmichael Kwani Safaricom mliamua nikilipa iyo fuliza yenu mnarudisha limit to zeroo,4
"@EtalePhilip Stupid reasoning , so do you need to wait until @safaricom donates in church so that you can donate as well??😏😏",0,0,0,0,0,Hate Speech,EtalePhilip Stupid reasoning so do you need to wait until safaricom donates in church so that you can donate as well,2
"@SafaricomPLC @JanetCeeWilson1 @safaricom plc
Hello I would like to be bingwa sokoni agent, how do I join",0,0,1,0,0,Neutral,SafaricomPLC JanetCeeWilson1 safaricom plc Hello I would like to be bingwa sokoni agent how do I join,6
@chepngetichjud1 @smileycherry2 @AIRTEL_KE @Ndaire_ @Wex_DW @MaosaManu @MoseMungai @KipsangLennox @bett_sw @mr_nyalifA most customers never use it coz of its poor services do they don't care whether disconnected or not as safaricom ni mambo yote @safaricom,0,0,1,0,0,Network reliability problem,chepngetichjud1 smileycherry2 AIRTELKE Ndaire WexDW MaosaManu MoseMungai KipsangLennox bettsw mrnyalifA most customers never use it coz of its poor services do they do not care whether disconnected or not as safaricom ni mambo yote safaricom,5
Wakati safaricom walikua wanatupee haka kakitu hawakua wakora vile wako saa hii @safaricom what went wrong https://t.co/cYeCG8wSII,0,0,0,0,31,Customer care complaint,Wakati safaricom walikua wanatupee haka kakitu hawakua wakora vile wako saa hii safaricom what went wrong,0
@ItsChanzu @safaricom Get in there lewis https://t.co/MQ4U6FW0xs,1,0,0,0,369,Neutral,ItsChanzu safaricom Get in there lewis,6
"@safaricom zuri 
lakini sasa hizi n gani mlipeleka wapi 1gb surprise ya birthday 🫵😂",0,0,0,0,10,Internet or airtime bundle complaint,safaricom zuri lakini sasa hizi n gani mlipeleka wapi 1gb surprise ya birthday,3
"@Safaricom_Care @Safaricom-care,mnafunga lini hizi lines,naona ni kama mubibi ananisumbua mkichwa",0,0,0,0,0,Customer care complaint,SafaricomCare Safaricomcaremnafunga lini hizi linesnaona ni kama mubibi ananisumbua mkichwa,0
"After @safaricom's betrayal, I have no choice but to relegate it to SIM 2 cause it is public enemy #1. https://t.co/k61yTUBlXh",2528,1244,12,16,64438,Customer care complaint,After safaricoms betrayal I have no choice but to relegate it to SIM 2 cause it is public enemy 1,0
"@Safaricom_Care @safaricom Simple,Transparent and Honest#@Safaricom for you.",0,0,0,0,0,Neutral,SafaricomCare safaricom SimpleTransparent and HonestSafaricom for you,6
"@safaricom  @DCI_Kenya  
What @SafaricomPLC is  trying to do is defrauding, I did not subscribe to any okoa5mb how could I do that while I have over 400mbs I received this notification while was online. Called care immediately with no assistance",0,0,1,0,0,MPESA complaint,safaricom DCIKenya What SafaricomPLC is trying to do is defrauding I did not subscribe to any okoa5mb how could I do that while I have over 400mbs I received this notification while was online Called care immediately with no assistance,4
"@K24Tv @safaricom Ata kama niko maji, your admin ametumia something else. Barcelona, Madrid na safaricom ni nchi kweli 🤣",0,0,0,0,0,Neutral,K24Tv safaricom Ata kama niko maji your admin ametumia something else Barcelona Madrid na safaricom ni nchi kweli,6
@bonnykcheruiyot @AIRTEL_KE @safaricom Some volume bro,0,0,1,0,0,Neutral,bonnykcheruiyot AIRTELKE safaricom Some volume bro,6
"Mara niitwe dear, mara Gb ya birthday nani kama safcom? Byda mkona proposals pia😂😂😂@safaricom. Thanks 🙏 https://t.co/dsK2Ad7EAV",3,0,0,0,0,Neutral,Mara niitwe dear mara Gb ya birthday nani kama safcom Byda mkona proposals piasafaricom Thanks,6
Today @safaricom have partnered with #Nairobi  City County to digitize services and operations. This includes development of “My Nairobi App” as part of the “My Nairobi” hub that provides digital services and citizen engagement. https://t.co/3E6XZOT1uj,23,5,2,0,3424,Neutral,Today safaricom have partnered with Nairobi City County to digitize services and operations This includes development of My Nairobi App as part of the My Nairobi hub that provides digital services and citizen engagement,6
"@GuleidAmina @safaricom @WhatsApp I always think of this for WhatsApp but then I remember that I have to remember to send a message at a specific time. It would make things so much easier, especially if you're not in the mood of having a conversation at that specific time..lol",1,0,1,0,51,Neutral,GuleidAmina safaricom WhatsApp I always think of this for WhatsApp but then I remember that I have to remember to send a message at a specific time It would make things so much easier especially if you are not in the mood of having a conversation at that specific timelol,6
@safaricom what's this now mpesa ain't working 😒,1,0,0,0,146,MPESA complaint,safaricom what is this now mpesa am not working,4
"I mean ""Transaction failed, M-PESA cannot complete payment of Ksh500.00 to KPLC PREPAID. Organization receiving the payment is unavailable, try again later."" Get ur shit together @safaricom @KenyaPower_Care",0,0,2,0,0,MPESA complaint,I mean Transaction failed MPESA cannot complete payment of Ksh500 to KPLC PREPAID Organization receiving the payment is unavailable try again later Get ur shit together safaricom KenyaPowerCare,4
Why does safaricom think I'm afraid of losing their line? How is it a must I top up my own line that i bought using my own money or else I lose it? @Safaricom is stupid company,0,0,0,0,63,Customer care complaint,Why does safaricom think I am afraid of losing their line How is it a must I top up my own line that i bought using my own money or else I lose it Safaricom is stupid company,0
@MbaniRooney @2K @5k @safaricom Sometimes try an online research before you buy something. Good deals are always out there,0,0,0,0,0,Neutral,MbaniRooney 2K 5k safaricom Sometimes try an online research before you buy something Good deals are always out there,6
@vickyford @safaricom @vodafone @BritishIntInv @UKinEthiopia @SafaricomPLC,0,0,0,0,0,Neutral,vickyford safaricom vodafone BritishIntInv UKinEthiopia SafaricomPLC,6
@amerix @Safaricom....Their services are pathetic.,0,0,0,0,13,Customer care complaint,amerix SafaricomTheir services are pathetic,0
"@Marion_Mithamo @SafaricomPLC Interesting!
I thought it was my sim that had an issue.
For some reason the @safaricom signal just suddenly disappears, their network obviously is no more then out of the blue its back on again 😯and at times the phone just restarts on its own after such happenings! It's creepy😵",1,0,1,0,0,Network reliability problem,MarionMithamo SafaricomPLC Interesting I thought it was my sim that had an issue For some reason the safaricom signal just suddenly disappears their network obviously is no more then out of the blue its back on again and at times the phone just restarts on its own after such happenings it is creepy,5
@Safaricom_Care @Frankn3058 @geshkoskei @Gichungejm @Gideontuamu @HildaMartha5 @iam_labatt @IamZakariaNoor @Idrishas_ke @InternKE @Justuschei @KamaruEli @kariukileonard2 @kennakims @kennyTarus @KirimiKajuju @KToAsthma @larita_wambui At least after long nimewin. Thanks @Safaricom_Care. @safaricom ❤️,3,0,0,0,0,Neutral,SafaricomCare Frankn3058 geshkoskei Gichungejm Gideontuamu HildaMartha5 iamlabatt IamZakariaNoor Idrishaske InternKE Justuschei KamaruEli kariukileonard2 kennakims kennyTarus KirimiKajuju KToAsthma laritawambui At least after long nimewin Thanks SafaricomCare safaricom,6
"I want to grow my account... follow me @mwalimu_oktohz RT and like to stand a chance of winning 500 @safaricom airtime... remember to turn on notification
 #KOT5Aside https://t.co/gefKiudqu1",8,4,4,0,0,Neutral,I want to grow my account follow me mwalimuoktohz RT and like to stand a chance of winning 500 safaricom airtime remember to turn on notification KOT5Aside,6
"@MsupaAggie @litsamba23 @GhettoRadio895 @Curtiswakijeey @King_Kafu @BonnieMejja @CharlieAddyras1 @ChegeAloysius @Nabiimrastareal @MaryThu25259511 @GeorgeKatama @safaricom @AIRTEL_KE @MsupaAggie joh hii 
@Safaricom_Care and @AIRTEL_KE wananipiga makumbo uko ocha🤣",3,2,0,0,42,Neutral,MsupaAggie litsamba23 GhettoRadio895 Curtiswakijeey KingKafu BonnieMejja CharlieAddyras1 ChegeAloysius Nabiimrastareal MaryThu25259511 GeorgeKatama safaricom AIRTELKE MsupaAggie joh hii SafaricomCare and AIRTELKE wananipiga makumbo uko ocha,6
@Safaricom_Care who did this for me? I do not need a skiza tune.@safaricom https://t.co/CidcQBhS3E,0,0,1,0,49,Customer care complaint,SafaricomCare who did this for me I do not need a skiza tunesafaricom,0
@HELBpage @safaricom.Withdrawal problem it tells me that my number has changed 40884383.Pliz check dm,0,0,0,0,97,Customer care complaint,HELBpage safaricomWithdrawal problem it tells me that my number has changed 40884383Pliz check dm,0
"@Safaricom_Care @SafaricomPLC @safaricom....Iko siku tutawatoka na it will be sad.Check on your data bundles,mpesa charges and just all your rates.We will mobillize na mtabaki story
@AIRTEL_KE Pull up your socks one of this fine days we will need you,improve your service delivery",0,0,1,0,0,Internet or airtime bundle complaint,SafaricomCare SafaricomPLC safaricomIko siku tutawatoka na it will be sadCheck on your data bundlesmpesa charges and just all your ratesWe will mobillize na mtabaki story AIRTELKE Pull up your socks one of this fine days we will need youimprove your service delivery,3
@safaricom,0,0,0,0,0,Neutral,safaricom,6
"@safaricom have been ignoring my calls  for five days , that's disgrace 👎, disgusting 🤮",0,0,0,0,1,Customer care complaint,safaricom have been ignoring my calls for five days that is disgrace disgusting,0
@safaricom PLC kindly i need your reply regarding my text via your inbox am devastated now,1,0,1,0,22,Customer care complaint,safaricom PLC kindly i need your reply regarding my text via your inbox am devastated now,0
"@WehliyeMohamed @safaricom are thieves I use my Airtel lines infact I have three of them, 0733***644    0733***644 and 0733**640. Is only that tecom doesn't rich to where I work at Nyamira North , ekeronyo",0,0,0,0,0,Network reliability problem,WehliyeMohamed safaricom are thieves I use my Airtel lines infact I have three of them 0733644 0733644 and 0733640 Is only that tecom does not rich to where I work at Nyamira North ekeronyo,5
@tek_kenya @Environment_Ke @NemaKenya @netfund @PACJA1 @WWF @Greenpeace @kfs @kws @kwta @safaricom @OptivenFoundatn @DrAlfredMutua @MachakosC By providing home to fauna!,3,2,0,0,0,Neutral,tekkenya EnvironmentKe NemaKenya netfund PACJA1 WWF Greenpeace kfs kws kwta safaricom OptivenFoundatn DrAlfredMutua MachakosC By providing home to fauna,6
"Hey Gen Z, let's boycott @Safaricom—boosters, shops, everything. They sided with the government and shut down the network during our peaceful protests. That's betrayal. #BoycottSafaricom 
@_blaise250  @BravinYuri @edwinsifuna @MunaMunahamed",0,0,0,0,30,Hate Speech,Hey Gen Z let us boycott Safaricomboosters shops everything They sided with the government and shut down the network during our peaceful protests that is betrayal BoycottSafaricom blaise250 BravinYuri edwinsifuna MunaMunahamed,2
"The Panelists:CEO @EzekielMutua  Tabie Kioko - Senior Manager, Diversity and Inclusion @Safaricom, Dennis Mwaura - Founder &amp; CEO @DenriAfrica, Dennis Mbuthia - Head of Video Gaming @ADMIafrica &amp; Hosea Wanderi - Researcher, @MuseumsofKenya during the @KIPPRAKENYA Annual Conference https://t.co/NLfex34iGp",2,4,0,0,0,Neutral,The PanelistsCEO EzekielMutua Tabie Kioko Senior Manager Diversity and Inclusion Safaricom Dennis Mwaura Founder amp CEO DenriAfrica Dennis Mbuthia Head of Video Gaming ADMIafrica amp Hosea Wanderi Researcher MuseumsofKenya during the KIPPRAKENYA Annual Conference,6
@IdahWaringa @safaricom Someone almost did this to me in August!,1,0,0,0,88,Neutral,IdahWaringa safaricom Someone almost did this to me in August,6
"MPesa, @Safaricom’s mobile money vertical, continues to dominate Kenya’s mobile money market. 

According to the Communications Authority of Kenya, the company accounts for 98.8% of the 29.1 million registered mobile money subscriptions in the country.
https://t.co/5HcRqfz5Mt",0,0,0,0,0,Neutral,MPesa Safaricoms mobile money vertical continues to dominate Kenyas mobile money market According to the Communications Authority of Kenya the company accounts for 988 of the 291 million registered mobile money subscriptions in the country,6
@OkoaMombasa @KFSL are acting as if they are a private entity that if you don't have a @safaricom line to pay for the ferry levy you don't access the services. This is unacceptable.,1,1,0,0,0,Customer care complaint,OkoaMombasa KFSL are acting as if they are a private entity that if you do not have a safaricom line to pay for the ferry levy you do not access the services This is unacceptable,0
@safaricom,0,0,0,0,0,Neutral,safaricom,6
@Don_Pierre_K @Safaricom_Care @safaricom I had to log in to see if am the one experiencing this,0,0,0,0,157,Neutral,DonPierreK SafaricomCare safaricom I had to log in to see if am the one experiencing this,6
Kericho town is very quiet and streets empty for a Saturday morning. Everywhere pockets of people watching Eliud on #ineos159challenge most probably like me using the @safaricom #159* bundle 😊,0,1,0,0,0,Neutral,Kericho town is very quiet and streets empty for a Saturday morning Everywhere pockets of people watching Eliud on ineos159challenge most probably like me using the safaricom 159 bundle,6
@Safaricom_Care False @safaricom for you to win,0,0,0,0,0,Hate Speech,SafaricomCare False safaricom for you to win,2
@KhalifKairo @SafaricomPLC We are coming for you @safaricom,0,0,0,0,3,Hate Speech,KhalifKairo SafaricomPLC We are coming for you safaricom,2
"What specific measures did @Safaricom put in place to ensure that you were well accommodated?

""The most important thing that happened when I came to Safaricom is that they listened to me. Every disability is different, and we don’t all need the same things."" Diana",1,0,1,0,0,Neutral,What specific measures did Safaricom put in place to ensure that you were well accommodated The most important thing that happened when I came to Safaricom is that they listened to me Every disability is different and we dont all need the same things Diana,6
@safaricom-care why are you discriminating connection for home fibre to some homes when the entire hood is connected?,0,0,0,0,0,Network reliability problem,safaricomcare why are you discriminating connection for home fibre to some homes when the entire hood is connected,5
@safaricom  scammer 0781285443,0,0,0,0,0,Hate Speech,safaricom scammer 0781285443,2
@BernardKavuli #FreeAoko @DCI_Kenya @safaricom,1,2,0,0,1443,Neutral,BernardKavuli FreeAoko DCIKenya safaricom,6
@moneyacademyKE @DStv_Kenya @DStv Why is Kenya more expensive?  We will do what we are doing to @safaricom,0,0,0,0,28,Neutral,moneyacademyKE DStvKenya DStv Why is Kenya more expensive We will do what we are doing to safaricom,6
"@safaricom, a daily spend feature on mpesa messages would be really useful @chepsi",0,0,0,0,17,Neutral,safaricom a daily spend feature on mpesa messages would be really useful chepsi,6
@Nyaberih_ Boycott @safaricom,0,0,0,0,44,Hate Speech,Nyaberih Boycott safaricom,2
@omwambaKE @Safaricom ghai,0,0,0,0,21,Neutral,omwambaKE Safaricom ghai,6
"@ledamalekina @safaricom Still crying here on Twitter as an ordinary citizen  , strange",0,0,0,0,0,Neutral,ledamalekina safaricom Still crying here on Twitter as an ordinary citizen strange,6
@SafaricomPLC @safaricom PLC kindly lend me bundles I  have an okoa .. am broke with this corona thing hata ya 70mbs will be ok 0718991273,2,1,1,0,0,Internet or airtime bundle complaint,SafaricomPLC safaricom PLC kindly lend me bundles I have an okoa am broke with this corona thing hata ya 70mbs will be ok 0718991273,3
@koechjoan43 @Safaricom_Care @jeladorothy1 @jennymuigai @digitalafrican @JnrMbaria @Joey_Muthengi @KameneGoro @Kenoi_ @Kericho_035 @KHALIGRAPH @kimdennis43 @KING__KALALA @KiruiChebet8 @Kokwet_KE @langat_chelsea @Lauryn58800329 @safaricom kwani umeshapata yako??,0,0,0,0,0,Neutral,koechjoan43 SafaricomCare jeladorothy1 jennymuigai digitalafrican JnrMbaria JoeyMuthengi KameneGoro Kenoi Kericho035 KHALIGRAPH kimdennis43 KINGKALALA KiruiChebet8 KokwetKE langatchelsea Lauryn58800329 safaricom kwani umeshapata yako,6
"@Evahinc @geoffsirumba True, @safaricom delivers. I have tried all other service providers and ended up being disappointed. Me I hate slow internet, an internet that takes longer than 5 seconds to load is not good for my health",1,0,1,0,0,Internet or airtime bundle complaint,Evahinc geoffsirumba True safaricom delivers I have tried all other service providers and ended up being disappointed Me I hate slow internet an internet that takes longer than 5 seconds to load is not good for my health,3
"Details of KQ pact with Safaricom seeking to boost operational efficiency https://t.co/SvWR67F5KI

@KenyaAirways @safaricom",0,0,0,0,16,Neutral,Details of KQ pact with Safaricom seeking to boost operational efficiency KenyaAirways safaricom,6
"“For me, inclusion is a journey, not a destination.” This is what inclusion looks like to @TabieKioko @safaricom. What does it look like to you? https://t.co/C74JjB5UgU #InclusiveFutures https://t.co/szOKi63uSx",0,0,0,0,0,Neutral,For me inclusion is a journey not a destination This is what inclusion looks like to TabieKioko safaricom What does it look like to you InclusiveFutures,6
The @safaricom app is so useless. Does it ever work? 🤷🏽‍♀️😤,0,0,0,0,0,Customer care complaint,The safaricom app is so useless Does it ever work,0
