Content,Likes,Retweets,Replies,Quotes,Views,Date,Labels,chars,words,sentences,Tokenized Text,Lematized Text,processed_text
rigathi you could have done that using a safaricom tunukiwa minutes alafu bundles za airtel uwatch ngoma za sauti sol na natgeo uone parks za botswana 40m saved,1,0,0,0,88,"April 27, 2023 at 08:49 AM",Neutral,166,34,2,"['rigathi', 'you', 'could', 'have', 'done', 'that', 'using', 'a', 'safaricom', 'tunukiwa', 'minutes', 'alafu', 'bundles', 'za', 'airtel', 'uwatch', 'ngoma', 'za', 'sauti', 'sol', 'na', 'natgeo', 'uone', 'parks', 'za', 'botswana', '40m', 'saved']","['rigathi', 'you', 'could', 'have', 'done', 'that', 'using', 'a', 'safaricom', 'tunukiwa', 'minute', 'alafu', 'bundle', 'za', 'airtel', 'uwatch', 'ngoma', 'za', 'sauti', 'sol', 'na', 'natgeo', 'uone', 'park', 'za', 'botswana', '40m', 'saved']",rigathi you could have done that using a safaricom tunukiwa minute alafu bundle za airtel uwatch ngoma za sauti sol na natgeo uone park za botswana 40m saved
safaricom why are you getting rich with my bundles i bought bundles with you then immediately your network went down for me last night,0,0,0,0,28,"April 27, 2023 at 07:14 AM",Internet or airtime bundle complaint,144,29,2,"['safaricom', 'why', 'are', 'you', 'getting', 'rich', 'with', 'my', 'bundles', 'i', 'bought', 'bundles', 'with', 'you', 'then', 'immediately', 'your', 'network', 'went', 'down', 'for', 'me', 'last', 'night']","['safaricom', 'why', 'are', 'you', 'getting', 'rich', 'with', 'my', 'bundle', 'i', 'bought', 'bundle', 'with', 'you', 'then', 'immediately', 'your', 'network', 'went', 'down', 'for', 'me', 'last', 'night']",safaricom why are you getting rich with my bundle i bought bundle with you then immediately your network went down for me last night
safaricom is playing games with my line after buying bundles to expire after 1hr the network went to no service you will repay or i quit using saf,0,1,0,0,242,"April 26, 2023 at 09:11 PM",Internet or airtime bundle complaint,152,32,2,"['safaricom', 'is', 'playing', 'games', 'with', 'my', 'line', 'after', 'buying', 'bundles', 'to', 'expire', 'after', '1hr', 'the', 'network', 'went', 'to', 'no', 'service', 'you', 'will', 'repay', 'or', 'i', 'quit', 'using', 'saf']","['safaricom', 'is', 'playing', 'game', 'with', 'my', 'line', 'after', 'buying', 'bundle', 'to', 'expire', 'after', '1hr', 'the', 'network', 'went', 'to', 'no', 'service', 'you', 'will', 'repay', 'or', 'i', 'quit', 'using', 'saf']",safaricom is playing game with my line after buying bundle to expire after 1hr the network went to no service you will repay or i quit using saf
africa leading telco safaricom rolls out mycounty app officialmakueni county first to embrace the platform read more mycountyapp safaricom makuenicounty,1,1,0,0,99,"April 26, 2023 at 04:01 PM",Neutral,185,31,2,"['africa', 'leading', 'telco', 'safaricom', 'rolls', 'out', 'mycounty', 'app', 'officialmakueni', 'county', 'first', 'to', 'embrace', 'the', 'platform', 'read', 'more', 'mycountyapp', 'safaricom', 'makuenicounty']","['africa', 'leading', 'telco', 'safaricom', 'roll', 'out', 'mycounty', 'app', 'officialmakueni', 'county', 'first', 'to', 'embrace', 'the', 'platform', 'read', 'more', 'mycountyapp', 'safaricom', 'makuenicounty']",africa leading telco safaricom roll out mycounty app officialmakueni county first to embrace the platform read more mycountyapp safaricom makuenicounty
safaricom chapa dimba season 4 to be officially launcher on saturday offside ghettoradio895 brekko,18,3,0,0,3497,"April 26, 2023 at 05:49 AM",Neutral,127,21,1,"['safaricom', 'chapa', 'dimba', 'season', '4', 'to', 'be', 'officially', 'launcher', 'on', 'saturday', 'offside', 'ghettoradio895', 'brekko']","['safaricom', 'chapa', 'dimba', 'season', '4', 'to', 'be', 'officially', 'launcher', 'on', 'saturday', 'offside', 'ghettoradio895', 'brekko']",safaricom chapa dimba season 4 to be officially launcher on saturday offside ghettoradio895 brekko
safaricom home fiber is slowly turning into zuku so unreliable,0,0,0,0,93,"April 23, 2023 at 05:40 PM",Network reliability problem,64,12,2,"['safaricom', 'home', 'fiber', 'is', 'slowly', 'turning', 'into', 'zuku', 'so', 'unreliable']","['safaricom', 'home', 'fiber', 'is', 'slowly', 'turning', 'into', 'zuku', 'so', 'unreliable']",safaricom home fiber is slowly turning into zuku so unreliable
safaricomplc safaricom whats wrong with your app,1,0,2,0,34,"April 23, 2023 at 11:03 AM",Network reliability problem,52,11,1,"['safaricomplc', 'safaricom', 'whats', 'wrong', 'with', 'your', 'app']","['safaricomplc', 'safaricom', 'whats', 'wrong', 'with', 'your', 'app']",safaricomplc safaricom whats wrong with your app
safaricomplcoo1 safaricom,0,0,0,0,15,"April 21, 2023 at 04:14 PM",Neutral,33,5,1,"['safaricomplcoo1', 'safaricom']","['safaricomplcoo1', 'safaricom']",safaricomplcoo1 safaricom
safaricom please assist with a failed transaction,0,0,0,0,10,"April 21, 2023 at 04:09 PM",MPESA complaint,50,8,1,"['safaricom', 'please', 'assist', 'with', 'a', 'failed', 'transaction']","['safaricom', 'please', 'assist', 'with', 'a', 'failed', 'transaction']",safaricom please assist with a failed transaction
safaricom 2 months of poor network in lodwar turkana what is happening it has never been like this for 5 years,0,0,0,0,29,"April 21, 2023 at 10:27 AM",Network reliability problem,116,27,3,"['safaricom', '2', 'months', 'of', 'poor', 'network', 'in', 'lodwar', 'turkana', 'what', 'is', 'happening', 'it', 'has', 'never', 'been', 'like', 'this', 'for', '5', 'years']","['safaricom', '2', 'month', 'of', 'poor', 'network', 'in', 'lodwar', 'turkana', 'what', 'is', 'happening', 'it', 'ha', 'never', 'been', 'like', 'this', 'for', '5', 'year']",safaricom 2 month of poor network in lodwar turkana what is happening it ha never been like this for 5 year
the way safaricom is behaving is wanting how do you lock a customer mpesa and till numbers for over four weeks and when you visit their kiosks service desk they tell u wait 24hrs only for them to not comply take note safaricomplc hio kampuni sio ya mama ya mtu safaricom,0,0,0,0,71,"April 21, 2023 at 07:47 AM",MPESA complaint,280,60,3,"['the', 'way', 'safaricom', 'is', 'behaving', 'is', 'wanting', 'how', 'do', 'you', 'lock', 'a', 'customer', 'mpesa', 'and', 'till', 'numbers', 'for', 'over', 'four', 'weeks', 'and', 'when', 'you', 'visit', 'their', 'kiosks', 'service', 'desk', 'they', 'tell', 'u', 'wait', '24hrs', 'only', 'for', 'them', 'to', 'not', 'comply', 'take', 'note', 'safaricomplc', 'hio', 'kampuni', 'sio', 'ya', 'mama', 'ya', 'mtu', 'safaricom']","['the', 'way', 'safaricom', 'is', 'behaving', 'is', 'wanting', 'how', 'do', 'you', 'lock', 'a', 'customer', 'mpesa', 'and', 'till', 'number', 'for', 'over', 'four', 'week', 'and', 'when', 'you', 'visit', 'their', 'kiosk', 'service', 'desk', 'they', 'tell', 'u', 'wait', '24hrs', 'only', 'for', 'them', 'to', 'not', 'comply', 'take', 'note', 'safaricomplc', 'hio', 'kampuni', 'sio', 'ya', 'mama', 'ya', 'mtu', 'safaricom']",the way safaricom is behaving is wanting how do you lock a customer mpesa and till number for over four week and when you visit their kiosk service desk they tell u wait 24hrs only for them to not comply take note safaricomplc hio kampuni sio ya mama ya mtu safaricom
omwambake safaricom they rude nowadays to customer you have been blacklisted this statement is not good to customers at all,0,0,0,0,18,"April 20, 2023 at 06:18 PM",Customer care complaint,129,26,1,"['omwambake', 'safaricom', 'they', 'rude', 'nowadays', 'to', 'customer', 'you', 'have', 'been', 'blacklisted', 'this', 'statement', 'is', 'not', 'good', 'to', 'customers', 'at', 'all']","['omwambake', 'safaricom', 'they', 'rude', 'nowadays', 'to', 'customer', 'you', 'have', 'been', 'blacklisted', 'this', 'statement', 'is', 'not', 'good', 'to', 'customer', 'at', 'all']",omwambake safaricom they rude nowadays to customer you have been blacklisted this statement is not good to customer at all
omwambake safaricom wanakula bundles sana and the safaricom app doesnt allow you to send minutes or bundles to others,0,0,0,0,17,"April 20, 2023 at 03:41 PM",Internet or airtime bundle complaint,120,22,1,"['omwambake', 'safaricom', 'wanakula', 'bundles', 'sana', 'and', 'the', 'safaricom', 'app', 'doesnt', 'allow', 'you', 'to', 'send', 'minutes', 'or', 'bundles', 'to', 'others']","['omwambake', 'safaricom', 'wanakula', 'bundle', 'sana', 'and', 'the', 'safaricom', 'app', 'doesnt', 'allow', 'you', 'to', 'send', 'minute', 'or', 'bundle', 'to', 'others']",omwambake safaricom wanakula bundle sana and the safaricom app doesnt allow you to send minute or bundle to others
omwambake safaricom mnafikosha homefaiba mashinani lini bana,0,0,0,0,84,"April 20, 2023 at 04:46 AM",Neutral,64,11,1,"['omwambake', 'safaricom', 'mnafikosha', 'homefaiba', 'mashinani', 'lini', 'bana']","['omwambake', 'safaricom', 'mnafikosha', 'homefaiba', 'mashinani', 'lini', 'bana']",omwambake safaricom mnafikosha homefaiba mashinani lini bana
mosetallman omwambake safaricom safaricomcare detractors here engage,0,0,0,0,47,"April 19, 2023 at 04:25 PM",Neutral,75,12,2,"['mosetallman', 'omwambake', 'safaricom', 'safaricomcare', 'detractors', 'here', 'engage']","['mosetallman', 'omwambake', 'safaricom', 'safaricomcare', 'detractor', 'here', 'engage']",mosetallman omwambake safaricom safaricomcare detractor here engage
mosetallman omwambake safaricom safaricom really,0,0,0,0,49,"April 19, 2023 at 04:17 PM",Neutral,52,9,1,"['mosetallman', 'omwambake', 'safaricom', 'safaricom', 'really']","['mosetallman', 'omwambake', 'safaricom', 'safaricom', 'really']",mosetallman omwambake safaricom safaricom really
omwambake safaricom,6,0,3,0,3230,"April 19, 2023 at 04:14 PM",Neutral,21,4,1,"['omwambake', 'safaricom']","['omwambake', 'safaricom']",omwambake safaricom
safaricom will you offer me an attachment it course,0,0,0,0,41,"April 18, 2023 at 02:53 PM",Neutral,54,10,1,"['safaricom', 'will', 'you', 'offer', 'me', 'an', 'attachment', 'it', 'course']","['safaricom', 'will', 'you', 'offer', 'me', 'an', 'attachment', 'it', 'course']",safaricom will you offer me an attachment it course
imagine what 360 boreholes can do to our communities thanks safaricom for always giving back to our communities,3,2,1,0,91,"April 18, 2023 at 08:54 AM",Neutral,139,24,3,"['imagine', 'what', '360', 'boreholes', 'can', 'do', 'to', 'our', 'communities', 'thanks', 'safaricom', 'for', 'always', 'giving', 'back', 'to', 'our', 'communities']","['imagine', 'what', '360', 'boreholes', 'can', 'do', 'to', 'our', 'community', 'thanks', 'safaricom', 'for', 'always', 'giving', 'back', 'to', 'our', 'community']",imagine what 360 boreholes can do to our community thanks safaricom for always giving back to our community
when you continue using dockercomposer up youll realize safaricom silver internet is a joke,0,0,0,0,28,"April 17, 2023 at 07:04 PM",Network reliability problem,98,18,1,"['when', 'you', 'continue', 'using', 'dockercomposer', 'up', 'youll', 'realize', 'safaricom', 'silver', 'internet', 'is', 'a', 'joke']","['when', 'you', 'continue', 'using', 'dockercomposer', 'up', 'youll', 'realize', 'safaricom', 'silver', 'internet', 'is', 'a', 'joke']",when you continue using dockercomposer up youll realize safaricom silver internet is a joke
computersjoo muthonistevens eliudkipchoge safaricom ncba can i be your brand ambassador,0,0,0,0,38,"April 17, 2023 at 04:53 PM",Neutral,93,17,1,"['computersjoo', 'muthonistevens', 'eliudkipchoge', 'safaricom', 'ncba', 'can', 'i', 'be', 'your', 'brand', 'ambassador']","['computersjoo', 'muthonistevens', 'eliudkipchoge', 'safaricom', 'ncba', 'can', 'i', 'be', 'your', 'brand', 'ambassador']",computersjoo muthonistevens eliudkipchoge safaricom ncba can i be your brand ambassador
safaricomplc aki safaricom nyinyi hata ka free 1gb ni ngumu kwenu this ramadhaan si tuinuane jamani,0,0,0,0,31,"April 17, 2023 at 07:58 AM",Internet or airtime bundle complaint,107,21,2,"['safaricomplc', 'aki', 'safaricom', 'nyinyi', 'hata', 'ka', 'free', '1gb', 'ni', 'ngumu', 'kwenu', 'this', 'ramadhaan', 'si', 'tuinuane', 'jamani']","['safaricomplc', 'aki', 'safaricom', 'nyinyi', 'hata', 'ka', 'free', '1gb', 'ni', 'ngumu', 'kwenu', 'this', 'ramadhaan', 'si', 'tuinuane', 'jamani']",safaricomplc aki safaricom nyinyi hata ka free 1gb ni ngumu kwenu this ramadhaan si tuinuane jamani
tuinuane kama wakenya safaricom take part in making kenya a great nation by tuinuane na safaricom,1,1,0,0,66,"April 16, 2023 at 02:43 AM",Neutral,124,21,1,"['tuinuane', 'kama', 'wakenya', 'safaricom', 'take', 'part', 'in', 'making', 'kenya', 'a', 'great', 'nation', 'by', 'tuinuane', 'na', 'safaricom']","['tuinuane', 'kama', 'wakenya', 'safaricom', 'take', 'part', 'in', 'making', 'kenya', 'a', 'great', 'nation', 'by', 'tuinuane', 'na', 'safaricom']",tuinuane kama wakenya safaricom take part in making kenya a great nation by tuinuane na safaricom
can you sing well not in the bathroom anyway just get your vocals in order with this great opportunity from safaricom tuinuane,4,3,0,1,495,"April 15, 2023 at 08:06 AM",Neutral,166,32,2,"['can', 'you', 'sing', 'well', 'not', 'in', 'the', 'bathroom', 'anyway', 'just', 'get', 'your', 'vocals', 'in', 'order', 'with', 'this', 'great', 'opportunity', 'from', 'safaricom', 'tuinuane']","['can', 'you', 'sing', 'well', 'not', 'in', 'the', 'bathroom', 'anyway', 'just', 'get', 'your', 'vocal', 'in', 'order', 'with', 'this', 'great', 'opportunity', 'from', 'safaricom', 'tuinuane']",can you sing well not in the bathroom anyway just get your vocal in order with this great opportunity from safaricom tuinuane
safaricoms brand value has increased to ksh 87 billion the banking sector accounted for seven of the most valuable brands with a combined value of ksh 1616 billion tukonews business,2,0,0,0,812,"April 15, 2023 at 03:33 AM",Neutral,217,40,4,"['safaricoms', 'brand', 'value', 'has', 'increased', 'to', 'ksh', '87', 'billion', 'the', 'banking', 'sector', 'accounted', 'for', 'seven', 'of', 'the', 'most', 'valuable', 'brands', 'with', 'a', 'combined', 'value', 'of', 'ksh', '1616', 'billion', 'tukonews', 'business']","['safaricoms', 'brand', 'value', 'ha', 'increased', 'to', 'ksh', '87', 'billion', 'the', 'banking', 'sector', 'accounted', 'for', 'seven', 'of', 'the', 'most', 'valuable', 'brand', 'with', 'a', 'combined', 'value', 'of', 'ksh', '1616', 'billion', 'tukonews', 'business']",safaricoms brand value ha increased to ksh 87 billion the banking sector accounted for seven of the most valuable brand with a combined value of ksh 1616 billion tukonews business
kedirashian1 safaricom dear customer can we have your service number please dm thank you,0,0,0,0,49,"April 14, 2023 at 09:48 AM",Customer care complaint,94,20,2,"['kedirashian1', 'safaricom', 'dear', 'customer', 'can', 'we', 'have', 'your', 'service', 'number', 'please', 'dm', 'thank', 'you']","['kedirashian1', 'safaricom', 'dear', 'customer', 'can', 'we', 'have', 'your', 'service', 'number', 'please', 'dm', 'thank', 'you']",kedirashian1 safaricom dear customer can we have your service number please dm thank you
safaricomplcc safaricom kwani imekuwa matusi tenana kama unataka vita pia useme,1,0,0,0,21,"April 13, 2023 at 08:09 AM",Hate Speech,84,15,1,"['safaricomplcc', 'safaricom', 'kwani', 'imekuwa', 'matusi', 'tenana', 'kama', 'unataka', 'vita', 'pia', 'useme']","['safaricomplcc', 'safaricom', 'kwani', 'imekuwa', 'matusi', 'tenana', 'kama', 'unataka', 'vita', 'pia', 'useme']",safaricomplcc safaricom kwani imekuwa matusi tenana kama unataka vita pia useme
bana safaricom nyinyi ni wezi shietnimenunua unga 5k asubuhi sai imeisha,1,0,2,0,30,"April 12, 2023 at 06:38 PM",Customer care complaint,74,14,1,"['bana', 'safaricom', 'nyinyi', 'ni', 'wezi', 'shietnimenunua', 'unga', '5k', 'asubuhi', 'sai', 'imeisha']","['bana', 'safaricom', 'nyinyi', 'ni', 'wezi', 'shietnimenunua', 'unga', '5k', 'asubuhi', 'sai', 'imeisha']",bana safaricom nyinyi ni wezi shietnimenunua unga 5k asubuhi sai imeisha
safaricom a lady has just called me from this number claiming to be safaricom care centre 0208040032,3,0,0,0,17,"April 12, 2023 at 07:23 AM",Data protection and privacy concern,101,18,1,"['safaricom', 'a', 'lady', 'has', 'just', 'called', 'me', 'from', 'this', 'number', 'claiming', 'to', 'be', 'safaricom', 'care', 'centre', '0208040032']","['safaricom', 'a', 'lady', 'ha', 'just', 'called', 'me', 'from', 'this', 'number', 'claiming', 'to', 'be', 'safaricom', 'care', 'centre', '0208040032']",safaricom a lady ha just called me from this number claiming to be safaricom care centre 0208040032
hi anthony happy birthday as you turn a year older safaricom celebrates you with a special call rate of just 1bob per min 1gb free for valid until midnight thank you safaricom safaricomcare very thoughtful of you,0,0,1,0,56,"April 12, 2023 at 05:40 AM",Neutral,229,46,5,"['hi', 'anthony', 'happy', 'birthday', 'as', 'you', 'turn', 'a', 'year', 'older', 'safaricom', 'celebrates', 'you', 'with', 'a', 'special', 'call', 'rate', 'of', 'just', '1bob', 'per', 'min', '1gb', 'free', 'for', 'valid', 'until', 'midnight', 'thank', 'you', 'safaricom', 'safaricomcare', 'very', 'thoughtful', 'of', 'you']","['hi', 'anthony', 'happy', 'birthday', 'a', 'you', 'turn', 'a', 'year', 'older', 'safaricom', 'celebrates', 'you', 'with', 'a', 'special', 'call', 'rate', 'of', 'just', '1bob', 'per', 'min', '1gb', 'free', 'for', 'valid', 'until', 'midnight', 'thank', 'you', 'safaricom', 'safaricomcare', 'very', 'thoughtful', 'of', 'you']",hi anthony happy birthday a you turn a year older safaricom celebrates you with a special call rate of just 1bob per min 1gb free for valid until midnight thank you safaricom safaricomcare very thoughtful of you
eyobderrick thanks to safaricom ethiopiamine is 59mbps,0,0,0,0,110,"April 11, 2023 at 06:36 PM",Neutral,57,11,1,"['eyobderrick', 'thanks', 'to', 'safaricom', 'ethiopiamine', 'is', '59mbps']","['eyobderrick', 'thanks', 'to', 'safaricom', 'ethiopiamine', 'is', '59mbps']",eyobderrick thanks to safaricom ethiopiamine is 59mbps
safaricom and kcb,0,0,0,0,17,"April 9, 2023 at 05:39 PM",Neutral,19,5,1,"['safaricom', 'and', 'kcb']","['safaricom', 'and', 'kcb']",safaricom and kcb
iamjuddah mimi nimecharge simu lunch time na sahii iko below 5 safaricom inatucheza,0,0,0,0,230,"April 9, 2023 at 01:20 PM",Network reliability problem,88,18,1,"['iamjuddah', 'mimi', 'nimecharge', 'simu', 'lunch', 'time', 'na', 'sahii', 'iko', 'below', '5', 'safaricom', 'inatucheza']","['iamjuddah', 'mimi', 'nimecharge', 'simu', 'lunch', 'time', 'na', 'sahii', 'iko', 'below', '5', 'safaricom', 'inatucheza']",iamjuddah mimi nimecharge simu lunch time na sahii iko below 5 safaricom inatucheza
ringtoneapoko stanbic safaricom mpesa am a degree holder animal health nataka kazi ya kuchunga ngombe na dogs,2,1,0,0,241,"April 8, 2023 at 06:23 PM",Neutral,116,23,1,"['ringtoneapoko', 'stanbic', 'safaricom', 'mpesa', 'am', 'a', 'degree', 'holder', 'animal', 'health', 'nataka', 'kazi', 'ya', 'kuchunga', 'ngombe', 'na', 'dogs']","['ringtoneapoko', 'stanbic', 'safaricom', 'mpesa', 'am', 'a', 'degree', 'holder', 'animal', 'health', 'nataka', 'kazi', 'ya', 'kuchunga', 'ngombe', 'na', 'dog']",ringtoneapoko stanbic safaricom mpesa am a degree holder animal health nataka kazi ya kuchunga ngombe na dog
fraud am just lost money from mpesa stanbic safaricom mpesa rd81oljojt confirmed reversal of transaction rau2hp2314 has been successfully reversed on 8423 at 106 pm and ksh10000000 is debited from your mpesa account new mpesa account balance mpesa safaricom,2,2,2,0,544,"April 8, 2023 at 01:16 PM",MPESA complaint,277,47,3,"['fraud', 'am', 'just', 'lost', 'money', 'from', 'mpesa', 'stanbic', 'safaricom', 'mpesa', 'rd81oljojt', 'confirmed', 'reversal', 'of', 'transaction', 'rau2hp2314', 'has', 'been', 'successfully', 'reversed', 'on', '8423', 'at', '106', 'pm', 'and', 'ksh10000000', 'is', 'debited', 'from', 'your', 'mpesa', 'account', 'new', 'mpesa', 'account', 'balance', 'mpesa', 'safaricom']","['fraud', 'am', 'just', 'lost', 'money', 'from', 'mpesa', 'stanbic', 'safaricom', 'mpesa', 'rd81oljojt', 'confirmed', 'reversal', 'of', 'transaction', 'rau2hp2314', 'ha', 'been', 'successfully', 'reversed', 'on', '8423', 'at', '106', 'pm', 'and', 'ksh10000000', 'is', 'debited', 'from', 'your', 'mpesa', 'account', 'new', 'mpesa', 'account', 'balance', 'mpesa', 'safaricom']",fraud am just lost money from mpesa stanbic safaricom mpesa rd81oljojt confirmed reversal of transaction rau2hp2314 ha been successfully reversed on 8423 at 106 pm and ksh10000000 is debited from your mpesa account new mpesa account balance mpesa safaricom
onorpik safaricomcare siku hizi ukiweka airtime you buy minutes first trial it wont go through wewe na kiherehere yako unaenda kupiga callskumbe ata minutes hukubuy safaricom thats unfair,1,0,0,0,125,"April 8, 2023 at 06:31 AM",Internet or airtime bundle complaint,199,39,3,"['onorpik', 'safaricomcare', 'siku', 'hizi', 'ukiweka', 'airtime', 'you', 'buy', 'minutes', 'first', 'trial', 'it', 'wont', 'go', 'through', 'wewe', 'na', 'kiherehere', 'yako', 'unaenda', 'kupiga', 'callskumbe', 'ata', 'minutes', 'hukubuy', 'safaricom', 'thats', 'unfair']","['onorpik', 'safaricomcare', 'siku', 'hizi', 'ukiweka', 'airtime', 'you', 'buy', 'minute', 'first', 'trial', 'it', 'wont', 'go', 'through', 'wewe', 'na', 'kiherehere', 'yako', 'unaenda', 'kupiga', 'callskumbe', 'ata', 'minute', 'hukubuy', 'safaricom', 'thats', 'unfair']",onorpik safaricomcare siku hizi ukiweka airtime you buy minute first trial it wont go through wewe na kiherehere yako unaenda kupiga callskumbe ata minute hukubuy safaricom thats unfair
safaricomcare hello safaricom my issue from wednesday mmekataa kusaidia,0,0,0,0,18,"April 7, 2023 at 05:30 PM",Customer care complaint,76,12,1,"['safaricomcare', 'hello', 'safaricom', 'my', 'issue', 'from', 'wednesday', 'mmekataa', 'kusaidia']","['safaricomcare', 'hello', 'safaricom', 'my', 'issue', 'from', 'wednesday', 'mmekataa', 'kusaidia']",safaricomcare hello safaricom my issue from wednesday mmekataa kusaidia
safaricomplc safaricom do you know this number 0202017003,0,0,1,0,93,"April 7, 2023 at 04:22 PM",Neutral,61,11,1,"['safaricomplc', 'safaricom', 'do', 'you', 'know', 'this', 'number', '0202017003']","['safaricomplc', 'safaricom', 'do', 'you', 'know', 'this', 'number', '0202017003']",safaricomplc safaricom do you know this number 0202017003
safaricomplc safaricom what is the purpose of having reversal function in mpesa if it doesnt help at all youve really failed as a company many are stealing thru you today one send 50000 to wrong number and immediately tried reversal but it failed why,0,0,1,0,89,"April 7, 2023 at 04:01 PM",MPESA complaint,263,51,3,"['safaricomplc', 'safaricom', 'what', 'is', 'the', 'purpose', 'of', 'having', 'reversal', 'function', 'in', 'mpesa', 'if', 'it', 'doesnt', 'help', 'at', 'all', 'youve', 'really', 'failed', 'as', 'a', 'company', 'many', 'are', 'stealing', 'thru', 'you', 'today', 'one', 'send', '50000', 'to', 'wrong', 'number', 'and', 'immediately', 'tried', 'reversal', 'but', 'it', 'failed', 'why']","['safaricomplc', 'safaricom', 'what', 'is', 'the', 'purpose', 'of', 'having', 'reversal', 'function', 'in', 'mpesa', 'if', 'it', 'doesnt', 'help', 'at', 'all', 'youve', 'really', 'failed', 'a', 'a', 'company', 'many', 'are', 'stealing', 'thru', 'you', 'today', 'one', 'send', '50000', 'to', 'wrong', 'number', 'and', 'immediately', 'tried', 'reversal', 'but', 'it', 'failed', 'why']",safaricomplc safaricom what is the purpose of having reversal function in mpesa if it doesnt help at all youve really failed a a company many are stealing thru you today one send 50000 to wrong number and immediately tried reversal but it failed why
mainadavid443 safaricom,0,0,0,0,58,"April 7, 2023 at 02:10 PM",Neutral,27,5,1,"['mainadavid443', 'safaricom']","['mainadavid443', 'safaricom']",mainadavid443 safaricom
safaricom says their youtube bundle only applies on mobile native devices not on tethered devices we use as such regular data depletes while the youtube bundle remains unused maybe safaricoms all in one bundle terms shld be better disclosed to buyers cakenya cakkenya,0,0,0,0,72,"April 7, 2023 at 05:51 AM",Internet or airtime bundle complaint,280,54,4,"['safaricom', 'says', 'their', 'youtube', 'bundle', 'only', 'applies', 'on', 'mobile', 'native', 'devices', 'not', 'on', 'tethered', 'devices', 'we', 'use', 'as', 'such', 'regular', 'data', 'depletes', 'while', 'the', 'youtube', 'bundle', 'remains', 'unused', 'maybe', 'safaricoms', 'all', 'in', 'one', 'bundle', 'terms', 'shld', 'be', 'better', 'disclosed', 'to', 'buyers', 'cakenya', 'cakkenya']","['safaricom', 'say', 'their', 'youtube', 'bundle', 'only', 'applies', 'on', 'mobile', 'native', 'device', 'not', 'on', 'tethered', 'device', 'we', 'use', 'a', 'such', 'regular', 'data', 'depletes', 'while', 'the', 'youtube', 'bundle', 'remains', 'unused', 'maybe', 'safaricoms', 'all', 'in', 'one', 'bundle', 'term', 'shld', 'be', 'better', 'disclosed', 'to', 'buyer', 'cakenya', 'cakkenya']",safaricom say their youtube bundle only applies on mobile native device not on tethered device we use a such regular data depletes while the youtube bundle remains unused maybe safaricoms all in one bundle term shld be better disclosed to buyer cakenya cakkenya
ahmey457 safaricom,0,0,0,0,37,"April 6, 2023 at 08:38 PM",Neutral,22,5,1,"['ahmey457', 'safaricom']","['ahmey457', 'safaricom']",ahmey457 safaricom
ashchenous safaricom,0,0,0,0,39,"April 6, 2023 at 08:37 PM",Neutral,26,5,1,"['ashchenous', 'safaricom']","['ashchenous', 'safaricom']",ashchenous safaricom
safaricomcare koechgk safaricom mliamua hamtawahi fungua line yangu kabisa,0,0,0,0,54,"April 6, 2023 at 08:11 PM",Customer care complaint,81,15,2,"['safaricomcare', 'koechgk', 'safaricom', 'mliamua', 'hamtawahi', 'fungua', 'line', 'yangu', 'kabisa']","['safaricomcare', 'koechgk', 'safaricom', 'mliamua', 'hamtawahi', 'fungua', 'line', 'yangu', 'kabisa']",safaricomcare koechgk safaricom mliamua hamtawahi fungua line yangu kabisa
mnajifanya hamujaona hiisafaricom plc,1,1,1,0,225,"April 6, 2023 at 02:50 PM",Neutral,65,9,1,"['mnajifanya', 'hamujaona', 'hiisafaricom', 'plc']","['mnajifanya', 'hamujaona', 'hiisafaricom', 'plc']",mnajifanya hamujaona hiisafaricom plc
hey safaricom si mnisaidienimebuy credo mara nne,0,0,0,0,50,"April 6, 2023 at 10:07 AM",Customer care complaint,52,10,1,"['hey', 'safaricom', 'si', 'mnisaidienimebuy', 'credo', 'mara', 'nne']","['hey', 'safaricom', 'si', 'mnisaidienimebuy', 'credo', 'mara', 'nne']",hey safaricom si mnisaidienimebuy credo mara nne
itsannee safaricom unatumia nini bbg,0,0,0,0,39,"April 6, 2023 at 05:07 AM",Neutral,39,7,1,"['itsannee', 'safaricom', 'unatumia', 'nini', 'bbg']","['itsannee', 'safaricom', 'unatumia', 'nini', 'bbg']",itsannee safaricom unatumia nini bbg
frankdzadzy safaricom sisi hatutumii saf,1,0,1,0,40,"April 6, 2023 at 05:06 AM",Neutral,42,7,1,"['frankdzadzy', 'safaricom', 'sisi', 'hatutumii', 'saf']","['frankdzadzy', 'safaricom', 'sisi', 'hatutumii', 'saf']",frankdzadzy safaricom sisi hatutumii saf
nlxsn safaricom,0,0,0,0,50,"April 6, 2023 at 05:06 AM",Neutral,19,5,1,"['nlxsn', 'safaricom']","['nlxsn', 'safaricom']",nlxsn safaricom
frankdzadzy safaricom which safaricom are you tagging mikora suspended acc,0,0,1,0,73,"April 6, 2023 at 05:05 AM",Customer care complaint,80,14,3,"['frankdzadzy', 'safaricom', 'which', 'safaricom', 'are', 'you', 'tagging', 'mikora', 'suspended', 'acc']","['frankdzadzy', 'safaricom', 'which', 'safaricom', 'are', 'you', 'tagging', 'mikora', 'suspended', 'acc']",frankdzadzy safaricom which safaricom are you tagging mikora suspended acc
