Content,Likes,Retweets,Replies,Quotes,Views,Date,Labels,chars,words,sentences,Tokenized Text,Lematized Text
hello safaricom we need internet back wacha kiburi na madharao mingi rejectfinancebill2024,1,0,0,0,114,"June 25, 2024 at 05:48 PM",Hate Speech,94,16,3,"['hello', 'safaricom', 'we', 'need', 'internet', 'back', 'wacha', 'kiburi', 'na', 'madharao', 'mingi', 'rejectfinancebill2024']","['hello', 'safaricom', 'we', 'need', 'internet', 'back', 'wacha', 'kiburi', 'na', 'madharao', 'mingi', 'rejectfinancebill2024']"
big up airtel fuck you safaricom,1,1,0,0,63,"June 25, 2024 at 05:48 PM",Hate Speech,58,11,1,"['big', 'up', 'airtel', 'fuck', 'you', 'safaricom']","['big', 'up', 'airtel', 'fuck', 'you', 'safaricom']"
safaricom maumbwa nyinyi sasa mbona mtuzimie internet kumanina zenu rejectfnancebill2024 rutomustgo,0,0,0,0,7,"June 25, 2024 at 05:45 PM",Internet or airtime bundle complaint,106,14,1,"['safaricom', 'maumbwa', 'nyinyi', 'sasa', 'mbona', 'mtuzimie', 'internet', 'kumanina', 'zenu', 'rejectfnancebill2024', 'rutomustgo']","['safaricom', 'maumbwa', 'nyinyi', 'sasa', 'mbona', 'mtuzimie', 'internet', 'kumanina', 'zenu', 'rejectfnancebill2024', 'rutomustgo']"
dear safaricom accept our apologies we were not familiar with your game,1,1,0,0,52,"June 25, 2024 at 05:43 PM",Customer care complaint,75,16,2,"['dear', 'safaricom', 'accept', 'our', 'apologies', 'we', 'were', 'not', 'familiar', 'with', 'your', 'game']","['dear', 'safaricom', 'accept', 'our', 'apology', 'we', 'were', 'not', 'familiar', 'with', 'your', 'game']"
safaricomplc we need to have some conversations around safaricom,0,0,0,0,3,"June 25, 2024 at 05:41 PM",Customer care complaint,66,11,1,"['safaricomplc', 'we', 'need', 'to', 'have', 'some', 'conversations', 'around', 'safaricom']","['safaricomplc', 'we', 'need', 'to', 'have', 'some', 'conversation', 'around', 'safaricom']"
fiendlyg use airtel plzzzxxxzzzzzzsafaricom cut out twitter xsafaricom airtelke elonmusk,0,0,0,0,0,"June 25, 2024 at 05:31 PM",Internet or airtime bundle complaint,111,18,1,"['fiendlyg', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke', 'elonmusk']","['fiendlyg', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke', 'elonmusk']"
droid254 use airtel plzzzxxxzzzzzzsafaricom cut out twitter xsafaricom airtelke elonmusk,0,0,0,0,3,"June 25, 2024 at 05:30 PM",Internet or airtime bundle complaint,111,18,1,"['droid254', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke', 'elonmusk']","['droid254', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke', 'elonmusk']"
robertalai use airtel plzzzxxxzzzzzzsafaricom cut out twitter xsafaricom airtelke elonmusk,0,0,0,0,14,"June 25, 2024 at 05:30 PM",Internet or airtime bundle complaint,113,18,1,"['robertalai', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke', 'elonmusk']","['robertalai', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke', 'elonmusk']"
richdakvng use airtel plzzzxxxzzzzzzsafaricom cut out twitter xsafaricom airtelke elonmusk,0,0,0,0,4,"June 25, 2024 at 05:28 PM",Internet or airtime bundle complaint,113,18,1,"['richdakvng', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke', 'elonmusk']","['richdakvng', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke', 'elonmusk']"
khalifkairo use airtel plzzzxxxzzzzzzsafaricom cut out twitter xsafaricom airtelke elonmusk,0,0,0,0,2,"June 25, 2024 at 05:27 PM",Internet or airtime bundle complaint,114,18,1,"['khalifkairo', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke', 'elonmusk']","['khalifkairo', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke', 'elonmusk']"
blaise250 use airtel plzzzxxxzzzzzzsafaricom cut out twitter xsafaricom airtelke elonmusk,0,0,0,0,13,"June 25, 2024 at 05:25 PM",Internet or airtime bundle complaint,113,18,1,"['blaise250', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke', 'elonmusk']","['blaise250', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke', 'elonmusk']"
mkenyamzi use airtel plzzzxxxzzzzzzsafaricom cut out twitter xsafaricom airtelke elonmusk,0,0,0,0,6,"June 25, 2024 at 05:23 PM",Internet or airtime bundle complaint,112,18,1,"['mkenyamzi', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke', 'elonmusk']","['mkenyamzi', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke', 'elonmusk']"
fuck you safaricom rejectfinancebill2024,0,0,0,0,47,"June 25, 2024 at 05:22 PM",Hate Speech,42,6,1,"['fuck', 'you', 'safaricom', 'rejectfinancebill2024']","['fuck', 'you', 'safaricom', 'rejectfinancebill2024']"
johnallannamu airtel is working perfectly fine safaricom their data and wifi useless people,1,0,0,0,19,"June 25, 2024 at 05:22 PM",Internet or airtime bundle complaint,95,17,1,"['johnallannamu', 'airtel', 'is', 'working', 'perfectly', 'fine', 'safaricom', 'their', 'data', 'and', 'wifi', 'useless', 'people']","['johnallannamu', 'airtel', 'is', 'working', 'perfectly', 'fine', 'safaricom', 'their', 'data', 'and', 'wifi', 'useless', 'people']"
blaise250 use airtel plzzzxxxzzzzzzsafaricom cut out twitter xsafaricom airtelke elonmusk,1,0,0,0,10,"June 25, 2024 at 05:18 PM",Internet or airtime bundle complaint,113,18,1,"['blaise250', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke', 'elonmusk']","['blaise250', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke', 'elonmusk']"
safaricom net yenu sahi haiwezi hata shika samaki,1,0,0,0,12,"June 25, 2024 at 05:15 PM",Network reliability problem,51,10,2,"['safaricom', 'net', 'yenu', 'sahi', 'haiwezi', 'hata', 'shika', 'samaki']","['safaricom', 'net', 'yenu', 'sahi', 'haiwezi', 'hata', 'shika', 'samaki']"
airtelke use airtel plzzzxxxzzzzzzsafaricom cut out twitter xsafaricom airtelke elonmusk,0,0,0,0,19,"June 25, 2024 at 05:15 PM",Internet or airtime bundle complaint,112,18,1,"['airtelke', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke', 'elonmusk']","['airtelke', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke', 'elonmusk']"
khalifkairo safaricomplc use airtel plzzzxxxzzzzzzsafaricom cut out twitter xsafaricom airtelke elonmusk franciskalifat,0,0,0,0,12,"June 25, 2024 at 05:13 PM",Internet or airtime bundle complaint,144,22,1,"['khalifkairo', 'safaricomplc', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke', 'elonmusk', 'franciskalifat']","['khalifkairo', 'safaricomplc', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke', 'elonmusk', 'franciskalifat']"
khalifkairo safaricomplc use airtel plzzzxxxzzzzzzsafaricom cut out twitter xsafaricom airtelke elonmusk,0,0,0,0,12,"June 25, 2024 at 05:13 PM",Internet or airtime bundle complaint,128,20,1,"['khalifkairo', 'safaricomplc', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke', 'elonmusk']","['khalifkairo', 'safaricomplc', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke', 'elonmusk']"
naomikibandi use airtel plzzzxxxzzzzzzsafaricom cut out twitter xsafaricom airtelke elonmusk,1,0,0,0,21,"June 25, 2024 at 05:11 PM",Internet or airtime bundle complaint,115,18,1,"['naomikibandi', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke', 'elonmusk']","['naomikibandi', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke', 'elonmusk']"
omwambake use airtel plzzzxxxzzzzzzsafaricom cut out twitter xsafaricom airtelke elonmusk,0,0,0,0,340,"June 25, 2024 at 05:10 PM",Internet or airtime bundle complaint,112,18,1,"['omwambake', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke', 'elonmusk']","['omwambake', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke', 'elonmusk']"
the monopoly that safaricom enjoys in this country is a very big threat to national security,2,0,0,0,31,"June 25, 2024 at 05:07 PM",Data protection and privacy concern,96,18,1,"['the', 'monopoly', 'that', 'safaricom', 'enjoys', 'in', 'this', 'country', 'is', 'a', 'very', 'big', 'threat', 'to', 'national', 'security']","['the', 'monopoly', 'that', 'safaricom', 'enjoys', 'in', 'this', 'country', 'is', 'a', 'very', 'big', 'threat', 'to', 'national', 'security']"
iankimaru i repeat safaricom be warned,1,1,0,0,85,"June 25, 2024 at 05:05 PM",Hate Speech,42,9,2,"['iankimaru', 'i', 'repeat', 'safaricom', 'be', 'warned']","['iankimaru', 'i', 'repeat', 'safaricom', 'be', 'warned']"
wmnyoki waruijohn2 use airtel plzzzxxxzzzzzzsafaricom cut out twitter xsafaricom airtelke elonmusk,1,0,0,0,20,"June 25, 2024 at 05:05 PM",Internet or airtime bundle complaint,122,20,1,"['wmnyoki', 'waruijohn2', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke', 'elonmusk']","['wmnyoki', 'waruijohn2', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke', 'elonmusk']"
stevehanke use airtel plzzzxxxzzzzzzsafaricom cut out twitter xsafaricom airtelke elonmusk,0,0,0,0,122,"June 25, 2024 at 05:04 PM",Internet or airtime bundle complaint,114,18,1,"['stevehanke', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke', 'elonmusk']","['stevehanke', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke', 'elonmusk']"
migunamiguna use airtel plzzzxxxzzzzzzsafaricom cut out twitter xsafaricom airtelke elonmusk,0,0,0,0,116,"June 25, 2024 at 04:59 PM",Internet or airtime bundle complaint,115,18,1,"['migunamiguna', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke', 'elonmusk']","['migunamiguna', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke', 'elonmusk']"
psychosins use airtel plzzzxxxzzzzzzsafaricom cut out twitter xsafaricom airtelke elonmusk,0,0,0,0,12,"June 25, 2024 at 04:58 PM",Internet or airtime bundle complaint,115,18,1,"['psychosins', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke', 'elonmusk']","['psychosins', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke', 'elonmusk']"
psychosins use airtel plzzzxxxzzzzzzsafaricom cut out twitter xsafaricom airtelke elonmusk psychosins,0,0,0,0,8,"June 25, 2024 at 04:56 PM",Internet or airtime bundle complaint,129,20,1,"['psychosins', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke', 'elonmusk', 'psychosins']","['psychosins', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke', 'elonmusk', 'psychosins']"
fiendlyg use airtel plzzzxxxzzzzzzsafaricom cut out twitter xsafaricom airtelke elonmusk,0,0,0,0,18,"June 25, 2024 at 04:55 PM",Internet or airtime bundle complaint,111,18,1,"['fiendlyg', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke', 'elonmusk']","['fiendlyg', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke', 'elonmusk']"
itsmutai use airtel plzzzxxxzzzzzzsafaricom cut out twitter xsafaricom airtelke elonmusk,0,0,0,0,9,"June 25, 2024 at 04:53 PM",Internet or airtime bundle complaint,111,18,1,"['itsmutai', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke', 'elonmusk']","['itsmutai', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke', 'elonmusk']"
udapartyke use airtel plzzzxxxzzzzzzsafaricom cut out twitter xsafaricom airtelke elonmusk,0,0,0,0,20,"June 25, 2024 at 04:53 PM",Internet or airtime bundle complaint,113,18,1,"['udapartyke', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke', 'elonmusk']","['udapartyke', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke', 'elonmusk']"
safaricom we know your plans remember airtel its also a better option,0,0,0,0,13,"June 25, 2024 at 04:51 PM",Neutral,71,14,1,"['safaricom', 'we', 'know', 'your', 'plans', 'remember', 'airtel', 'its', 'also', 'a', 'better', 'option']","['safaricom', 'we', 'know', 'your', 'plan', 'remember', 'airtel', 'it', 'also', 'a', 'better', 'option']"
droid254 way to go this is our next hashtag safaricom and most government parastatsls are just for cartels in the government airtel up your game aki,0,0,0,0,4,"June 25, 2024 at 04:49 PM",Hate Speech,154,32,4,"['droid254', 'way', 'to', 'go', 'this', 'is', 'our', 'next', 'hashtag', 'safaricom', 'and', 'most', 'government', 'parastatsls', 'are', 'just', 'for', 'cartels', 'in', 'the', 'government', 'airtel', 'up', 'your', 'game', 'aki']","['droid254', 'way', 'to', 'go', 'this', 'is', 'our', 'next', 'hashtag', 'safaricom', 'and', 'most', 'government', 'parastatsls', 'are', 'just', 'for', 'cartel', 'in', 'the', 'government', 'airtel', 'up', 'your', 'game', 'aki']"
elonmusk use airtel plzzzxxxzzzzzzsafaricom cut out twitter xsafaricom airtelke elonmusk,0,0,0,0,2,"June 25, 2024 at 04:49 PM",Internet or airtime bundle complaint,111,18,1,"['elonmusk', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke', 'elonmusk']","['elonmusk', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke', 'elonmusk']"
we move to airtel safaricom we know what you are doing with the internet,0,0,0,0,52,"June 25, 2024 at 04:48 PM",Internet or airtime bundle complaint,75,17,2,"['we', 'move', 'to', 'airtel', 'safaricom', 'we', 'know', 'what', 'you', 'are', 'doing', 'with', 'the', 'internet']","['we', 'move', 'to', 'airtel', 'safaricom', 'we', 'know', 'what', 'you', 'are', 'doing', 'with', 'the', 'internet']"
omwambake use airtel plzzzxxxzzzzzzsafaricom cut out twitter xsafaricom airtelke,2,0,0,0,110,"June 25, 2024 at 04:47 PM",Internet or airtime bundle complaint,101,16,1,"['omwambake', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke']","['omwambake', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke']"
psychosins use airtel plzzzxxxzzzzzzsafaricom cut out twitter xsafaricom airtelke,0,0,0,0,51,"June 25, 2024 at 04:47 PM",Internet or airtime bundle complaint,104,16,1,"['psychosins', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke']","['psychosins', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke']"
honstevembogo use airtel plzzzxxxzzzzzzsafaricom cut out twitter xsafaricom airtelke,0,0,0,0,134,"June 25, 2024 at 04:38 PM",Internet or airtime bundle complaint,105,16,1,"['honstevembogo', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke']","['honstevembogo', 'use', 'airtel', 'plzzzxxxzzzzzzsafaricom', 'cut', 'out', 'twitter', 'xsafaricom', 'airtelke']"
ntvkenya safaricom safaricom is an enabler of repression,0,0,0,0,13,"June 25, 2024 at 04:36 PM",Hate Speech,60,11,1,"['ntvkenya', 'safaricom', 'safaricom', 'is', 'an', 'enabler', 'of', 'repression']","['ntvkenya', 'safaricom', 'safaricom', 'is', 'an', 'enabler', 'of', 'repression']"
ntvkenya safaricom buana watu sio wajinga,0,0,0,0,47,"June 25, 2024 at 04:34 PM",Hate Speech,43,8,1,"['ntvkenya', 'safaricom', 'buana', 'watu', 'sio', 'wajinga']","['ntvkenya', 'safaricom', 'buana', 'watu', 'sio', 'wajinga']"
boycott safaricom guys rejectfinancebill2024,0,0,0,0,58,"June 25, 2024 at 04:27 PM",Hate Speech,46,6,1,"['boycott', 'safaricom', 'guys', 'rejectfinancebill2024']","['boycott', 'safaricom', 'guy', 'rejectfinancebill2024']"
safaricom kwendeni uko kabisa nkt,0,0,0,0,6,"June 25, 2024 at 04:27 PM",Hate Speech,34,6,1,"['safaricom', 'kwendeni', 'uko', 'kabisa', 'nkt']","['safaricom', 'kwendeni', 'uko', 'kabisa', 'nkt']"
fuck nalipia safaricom internet na hivi ndio wananitreat walai we will never forget rejectfinancebill2024,0,0,0,0,71,"June 25, 2024 at 04:15 PM",Internet or airtime bundle complaint,109,18,3,"['fuck', 'nalipia', 'safaricom', 'internet', 'na', 'hivi', 'ndio', 'wananitreat', 'walai', 'we', 'will', 'never', 'forget', 'rejectfinancebill2024']","['fuck', 'nalipia', 'safaricom', 'internet', 'na', 'hivi', 'ndio', 'wananitreat', 'walai', 'we', 'will', 'never', 'forget', 'rejectfinancebill2024']"
khalifkairo safaricom wanaslow fibre na wanatupima ni cable ikona shidahawajui tumejua ruto akona shares uko,0,0,0,0,39,"June 25, 2024 at 04:14 PM",Network reliability problem,115,19,1,"['khalifkairo', 'safaricom', 'wanaslow', 'fibre', 'na', 'wanatupima', 'ni', 'cable', 'ikona', 'shidahawajui', 'tumejua', 'ruto', 'akona', 'shares', 'uko']","['khalifkairo', 'safaricom', 'wanaslow', 'fibre', 'na', 'wanatupima', 'ni', 'cable', 'ikona', 'shidahawajui', 'tumejua', 'ruto', 'akona', 'share', 'uko']"
johnallannamu na safaricom wanadai ni undersea cable,0,0,0,0,22,"June 25, 2024 at 04:12 PM",Network reliability problem,54,9,1,"['johnallannamu', 'na', 'safaricom', 'wanadai', 'ni', 'undersea', 'cable']","['johnallannamu', 'na', 'safaricom', 'wanadai', 'ni', 'undersea', 'cable']"
omwambake safaricom fibre has been off from 9am and no compensation from them its clearly deliberate,0,0,0,0,26,"June 25, 2024 at 04:11 PM",Network reliability problem,105,21,2,"['omwambake', 'safaricom', 'fibre', 'has', 'been', 'off', 'from', '9am', 'and', 'no', 'compensation', 'from', 'them', 'its', 'clearly', 'deliberate']","['omwambake', 'safaricom', 'fibre', 'ha', 'been', 'off', 'from', '9am', 'and', 'no', 'compensation', 'from', 'them', 'it', 'clearly', 'deliberate']"
safaricom needs to be ditched like today withdraw your funds rejectwilliamruto rejectwesternagenda rejectimfandworldbankloans or go broke,0,0,0,0,11,"June 25, 2024 at 04:09 PM",Hate Speech,145,22,3,"['safaricom', 'needs', 'to', 'be', 'ditched', 'like', 'today', 'withdraw', 'your', 'funds', 'rejectwilliamruto', 'rejectwesternagenda', 'rejectimfandworldbankloans', 'or', 'go', 'broke']","['safaricom', 'need', 'to', 'be', 'ditched', 'like', 'today', 'withdraw', 'your', 'fund', 'rejectwilliamruto', 'rejectwesternagenda', 'rejectimfandworldbankloans', 'or', 'go', 'broke']"
erastusmwanzia xtiandela elonmusk starlink safaricom we dont care they can be hired elsewhere,0,0,0,0,191,"June 25, 2024 at 04:06 PM",Neutral,101,20,1,"['erastusmwanzia', 'xtiandela', 'elonmusk', 'starlink', 'safaricom', 'we', 'dont', 'care', 'they', 'can', 'be', 'hired', 'elsewhere']","['erastusmwanzia', 'xtiandela', 'elonmusk', 'starlink', 'safaricom', 'we', 'dont', 'care', 'they', 'can', 'be', 'hired', 'elsewhere']"
my kids show on youtube is working quite well but somehow news channels are buffing and twitter is snailing up not buying that undersea cable story from safaricom any way rejectfinancebill2024,0,0,0,0,193,"June 25, 2024 at 04:04 PM",Internet or airtime bundle complaint,196,35,2,"['my', 'kids', 'show', 'on', 'youtube', 'is', 'working', 'quite', 'well', 'but', 'somehow', 'news', 'channels', 'are', 'buffing', 'and', 'twitter', 'is', 'snailing', 'up', 'not', 'buying', 'that', 'undersea', 'cable', 'story', 'from', 'safaricom', 'any', 'way', 'rejectfinancebill2024']","['my', 'kid', 'show', 'on', 'youtube', 'is', 'working', 'quite', 'well', 'but', 'somehow', 'news', 'channel', 'are', 'buffing', 'and', 'twitter', 'is', 'snailing', 'up', 'not', 'buying', 'that', 'undersea', 'cable', 'story', 'from', 'safaricom', 'any', 'way', 'rejectfinancebill2024']"
how good is airtel money ju safaricom is shitt na hao ndio wa kwanza kuzima internet and had cops calling me ovyo ovyo kunitishia,0,0,0,0,13,"June 25, 2024 at 04:01 PM",Internet or airtime bundle complaint,130,25,1,"['how', 'good', 'is', 'airtel', 'money', 'ju', 'safaricom', 'is', 'shitt', 'na', 'hao', 'ndio', 'wa', 'kwanza', 'kuzima', 'internet', 'and', 'had', 'cops', 'calling', 'me', 'ovyo', 'ovyo', 'kunitishia']","['how', 'good', 'is', 'airtel', 'money', 'ju', 'safaricom', 'is', 'shitt', 'na', 'hao', 'ndio', 'wa', 'kwanza', 'kuzima', 'internet', 'and', 'had', 'cop', 'calling', 'me', 'ovyo', 'ovyo', 'kunitishia']"
edgarwabwire safaricom,0,0,0,0,6,"June 25, 2024 at 04:01 PM",Neutral,25,4,1,"['edgarwabwire', 'safaricom']","['edgarwabwire', 'safaricom']"
xtiandela elonmusk starlink no we can streamline safaricom and they behave we can protect the employment of our brothers since starlink does not provide employment to many youths,20,2,9,0,5658,"June 25, 2024 at 03:57 PM",Network reliability problem,185,35,2,"['xtiandela', 'elonmusk', 'starlink', 'no', 'we', 'can', 'streamline', 'safaricom', 'and', 'they', 'behave', 'we', 'can', 'protect', 'the', 'employment', 'of', 'our', 'brothers', 'since', 'starlink', 'does', 'not', 'provide', 'employment', 'to', 'many', 'youths']","['xtiandela', 'elonmusk', 'starlink', 'no', 'we', 'can', 'streamline', 'safaricom', 'and', 'they', 'behave', 'we', 'can', 'protect', 'the', 'employment', 'of', 'our', 'brother', 'since', 'starlink', 'doe', 'not', 'provide', 'employment', 'to', 'many', 'youth']"
safaricomcare the mpesa app should work with wifi even for first time user i changed my phone and i am outside kenya and cause of that i cant use the app again i need to have data access this is bad safaricomcare you need to act on this,0,0,1,0,136,"June 25, 2024 at 03:57 PM",MPESA complaint,244,52,1,"['safaricomcare', 'the', 'mpesa', 'app', 'should', 'work', 'with', 'wifi', 'even', 'for', 'first', 'time', 'user', 'i', 'changed', 'my', 'phone', 'and', 'i', 'am', 'outside', 'kenya', 'and', 'cause', 'of', 'that', 'i', 'cant', 'use', 'the', 'app', 'again', 'i', 'need', 'to', 'have', 'data', 'access', 'this', 'is', 'bad', 'safaricomcare', 'you', 'need', 'to', 'act', 'on', 'this']","['safaricomcare', 'the', 'mpesa', 'app', 'should', 'work', 'with', 'wifi', 'even', 'for', 'first', 'time', 'user', 'i', 'changed', 'my', 'phone', 'and', 'i', 'am', 'outside', 'kenya', 'and', 'cause', 'of', 'that', 'i', 'cant', 'use', 'the', 'app', 'again', 'i', 'need', 'to', 'have', 'data', 'access', 'this', 'is', 'bad', 'safaricomcare', 'you', 'need', 'to', 'act', 'on', 'this']"
lindahoguttu we know the game safaricom ruto did this for the last two years mtashuka tu nyinyi pia,0,0,0,0,49,"June 25, 2024 at 03:56 PM",Neutral,102,21,1,"['lindahoguttu', 'we', 'know', 'the', 'game', 'safaricom', 'ruto', 'did', 'this', 'for', 'the', 'last', 'two', 'years', 'mtashuka', 'tu', 'nyinyi', 'pia']","['lindahoguttu', 'we', 'know', 'the', 'game', 'safaricom', 'ruto', 'did', 'this', 'for', 'the', 'last', 'two', 'year', 'mtashuka', 'tu', 'nyinyi', 'pia']"
nationafrica safaricom u dont have undersea cables of your own watu siyo wajinga bana,0,0,0,0,89,"June 25, 2024 at 03:56 PM",Network reliability problem,90,17,1,"['nationafrica', 'safaricom', 'u', 'dont', 'have', 'undersea', 'cables', 'of', 'your', 'own', 'watu', 'siyo', 'wajinga', 'bana']","['nationafrica', 'safaricom', 'u', 'dont', 'have', 'undersea', 'cable', 'of', 'your', 'own', 'watu', 'siyo', 'wajinga', 'bana']"
safaricom siku ya maandamano and mass killing of protestors ndio all of a sudden wifi haifanyi na sijui wires ziko chini ya maji zimespoilwe will not forget,0,0,0,0,14,"June 25, 2024 at 03:54 PM",Network reliability problem,160,30,1,"['safaricom', 'siku', 'ya', 'maandamano', 'and', 'mass', 'killing', 'of', 'protestors', 'ndio', 'all', 'of', 'a', 'sudden', 'wifi', 'haifanyi', 'na', 'sijui', 'wires', 'ziko', 'chini', 'ya', 'maji', 'zimespoilwe', 'will', 'not', 'forget']","['safaricom', 'siku', 'ya', 'maandamano', 'and', 'mass', 'killing', 'of', 'protestors', 'ndio', 'all', 'of', 'a', 'sudden', 'wifi', 'haifanyi', 'na', 'sijui', 'wire', 'ziko', 'chini', 'ya', 'maji', 'zimespoilwe', 'will', 'not', 'forget']"
omwambake tutawatembelea safaricom,0,0,0,0,8,"June 25, 2024 at 03:52 PM",Neutral,36,5,1,"['omwambake', 'tutawatembelea', 'safaricom']","['omwambake', 'tutawatembelea', 'safaricom']"
mpesa down fuck you safaricom,0,0,0,0,65,"June 25, 2024 at 03:51 PM",MPESA complaint,31,7,2,"['mpesa', 'down', 'fuck', 'you', 'safaricom']","['mpesa', 'down', 'fuck', 'you', 'safaricom']"
