Content,Cleaned_Text
@safaricom msidhani hatujui chenye mlifanya hiyo usiku ya Githurai massacre. We will not forget,msidhani hatujui chenye mlifanya hiyo usiku ya Githurai massacre We will not forget
@lindahoguttu @KCBGroup Same to @SafaricomPLC IMF branch along Kenyatta Avenue.... I was served after two hrs....see ticket SR 326 @SAFARICOM,Same to IMF branch along Kenyatta Avenue I was served after two hrssee ticket SR
@perfumeonX @Safaricom_Care @safaricom We mzee 🤣🤣🤣,We mzee
@Don_Pierre_K @Safaricom_Care @safaricom Happened,Happened
@safaricom!!!...,!
@Payless_Africa @safaricom Hey is my number looking forward to engage you 0719438751,Hey is my number looking forward to engage you
@Don_Pierre_K @Safaricom_Care @safaricom Try to my number we see 🤣🤣,Try to my number we see
@Don_Pierre_K @Safaricom_Care @safaricom @Safaricom_Care There is definetly a problem. Delays for over 10 min for every transaction.,There is definetly a problem Delays for over min for every transaction
@Don_Pierre_K @Safaricom_Care @safaricom Yes,Yes
MPESA is SLOW!! @SAFARICOM,MPESA is SLOW!
@Don_Pierre_K @Safaricom_Care @safaricom Nimekaa kwa petrol station 30mimutes before getting a confirmation message. There is a delay @SafaricomPLC,Nimekaa kwa petrol station mimutes before getting a confirmation message There is a delay
@Ipetafash @Don_Pierre_K @Safaricom_Care @safaricom Pole. Imebidi nimerudi bila mkate nanishalipa 😂,Pole Imebidi nimerudi bila mkate nanishalipa
"@Don_Pierre_K @Safaricom_Care @safaricom nimekaa Kwa mama mboga 30 mins bana, @Safaricom_Care",nimekaa Kwa mama mboga mins bana
@Don_Pierre_K @Safaricom_Care @safaricom Ama wanahitaji salamu,Ama wanahitaji salamu
@Don_Pierre_K @Safaricom_Care @safaricom Same here,Same here
@Ipetafash @Safaricom_Care @safaricom Pole sana..,Pole sana
@Don_Pierre_K @Safaricom_Care @safaricom I had to log in to see if am the one experiencing this,I had to log in to see if am the one experiencing this
@Don_Pierre_K @Safaricom_Care @safaricom Ata mimi buana,Ata mimi buana
@Don_Pierre_K @Safaricom_Care @safaricom Niko kwa Naivas queue,Niko kwa Naivas queue
@Don_Pierre_K @Safaricom_Care @safaricom Ata mimi buana,Ata mimi buana
@Don_Pierre_K @Safaricom_Care @safaricom Tuko wengi,Tuko wengi
Anyone experiencing a delay in mpesa payments?? @Safaricom_Care @safaricom,Anyone experiencing a delay in mpesa payments?
Without notice you have disconnected my WiFi because you’re carrying out repairs. You've asked me to wait for an hour before you can give me 5GB. It has been 1.5 hours.  Should I lose this contract I will sue. @Safaricom_Care @SafaricomPLC @Safaricom,Without notice you have disconnected my WiFi because youre carrying out repairs You have asked me to wait for an hour before you can give me GB It has been hours Should I lose this contract I will sue
@safaricom since when did using your apps start requiring having active data?,since when did using your apps start requiring having active data?
@Safaricom needs to do civic education on what Mbps is this tweet in itself is an advertisement for safaricom,needs to do civic education on what Mbps is this tweet in itself is an advertisement for safaricom
@Safaricom why did you release information on Denzel to his abductors?!?!?!?!?!?!,why did you release information on Denzel to his abductors?!?!?!?!?!?!
"@Safaricom customers have you seen this in your screen???
I want to know the meaning? https://t.co/c2Bs4G0BiJ",customers have you seen this in your screen? I want to know the meaning?
@HRasiene @Safaricom_Care @safaricom Sad! I did it immediately but still😭,Sad! I did it immediately but still
@Irungu_T @Safaricom_Care It's high time @safaricom addresses this issue...how comes I am the one who sent money wrongly but the recipient has to accept for a reversal to be successful..this is pure crap...you reverse wamalizane wenyewe and if ni business ambieni watu wawe na till numbers we are tired,Its high time addresses this issuehow comes I am the one who sent money wrongly but the recipient has to accept for a reversal to be successfulthis is pure crapyou reverse wamalizane wenyewe and if ni business ambieni watu wawe na till numbers we are tired
"@Safaricom_Care @SafaricomPLC a reminder, just in case you've forgotten... Next is some nonsense of unsolicited sms from Betting firms... you stop, @safaricom confirms the same, in a flash of a second, the same same names are back bombarding with more and more sms..",a reminder just in case you have forgotten Next is some nonsense of unsolicited sms from Betting firms you stop confirms the same in a flash of a second the same same names are back bombarding with more and more sms
@AlinurMohamed_ Ask safaricom not to cut the undersea cables...@SafaricomPLC @safaricom  @AlinurMohamed_ @amerix,Ask safaricom not to cut the undersea cables
@Payless_Africa today I wanted to pay for internet through paybill 😂😂yo the charges were than mpesa . Boycotting @safaricom is not easy . I'm really trying to be honest,today I wanted to pay for internet through paybill yo the charges were than mpesa Boycotting is not easy I am really trying to be honest
@bonifacemwangi Is it @safaricom sponsored  concert,Is it sponsored concert
"@ItsMutai Bana, we all know that a paybill/Till was generated for the same contributions.@Safaricom should confirm how that money has been used. Cause haniffa doesn't even have access to it. STOP PR",Bana we all know that a paybillTill was generated for the same contributions should confirm how that money has been used Cause haniffa does not even have access to it STOP PR
"@safaricom, I want home WiFi connection. Kindly get in touch. Location, Imara Daima",I want home WiFi connection Kindly get in touch Location Imara Daima
"Ama ni @safaricom wamezimia Ruto network. 

#RutoMustGo",Ama ni wamezimia Ruto network RutoMustGo
@Kenyans Maybe safaricom wamefanya ile kitu @safaricom users. Airtel na Telekom is that the case??,Maybe safaricom wamefanya ile kitu users Airtel na Telekom is that the case?
@BenedictLusese @safaricom Safaricom siku zote,Safaricom siku zote
The only honourable thing tomorrow is for @Safaricom to switch off cables,The only honourable thing tomorrow is for to switch off cables
@marcusolang BOYCOTT @SAFARICOM,BOYCOTT
"@safaricom when will you be for the people, by the people again…..",when will you be for the people by the people again
@DrBKhalwale A whole multinational @safaricom has made a donation of 15 million to cater for the hospital bills of the protest victims at knh.... Then one guy is making equivalent donations in churches and harambees every where..... Questionable wash wash in executive,A whole multinational has made a donation of million to cater for the hospital bills of the protest victims at knh Then one guy is making equivalent donations in churches and harambees every where Questionable wash wash in executive
@KinyanBoy @safaricom is a major problem we are having in this country,is a major problem we are having in this country
@KinyanBoy And @Safaricom couldn't google this fact,And could not google this fact
@safaricom kwani mlizika services zenu na bob.. Rest in peace.,kwani mlizika services zenu na bob Rest in peace
@AIRTEL_KE give us an alternative. We cannot continue supporting @SafaricomPLC with zero regard for our welfare. It is time to say goodbye @safaricom.#safaricom #airtel #CitizenDayBreak,give us an alternative We cannot continue supporting with zero regard for our welfare It is time to say goodbye safaricom airtel CitizenDayBreak
@cholloranking20 @omwambaKE @safaricom @Safaricom_Care wako fity,wako fity
@omwambaKE @safaricom,
@SafaricomPLC @Moses_OluochJr Can we give you @Safaricom confession in Nairobi Case Evans Kidero vs Tunoi,Can we give you confession in Nairobi Case Evans Kidero vs Tunoi
@Safaricom now have 250mbs I think for 2bob to ensure we forget their atrocities#RutoMustGo,now have mbs I think for bob to ensure we forget their atrocitiesRutoMustGo
Has anyone noticed that @safaricom doesn't offer agent calls via their service number ...whats happening guys...?,Has anyone noticed that does not offer agent calls via their service number whats happening guys?
@MigunaMiguna @X We should also resist @safaricom this are traitors also,We should also resist this are traitors also
"@safaricom you cant fool Gen-Zs. We are tested and proven proven Generation.
#GENAIRTEL https://t.co/x6ttLz2dXA",you cant fool GenZs We are tested and proven proven Generation GENAIRTEL
"Hey Gen Z, let's boycott @Safaricom—boosters, shops, everything. They sided with the government and shut down the network during our peaceful protests. That's betrayal. #BoycottSafaricom 
@_blaise250  @BravinYuri @edwinsifuna @MunaMunahamed",Hey Gen Z lets boycott boosters shops everything They sided with the government and shut down the network during our peaceful protests Thats betrayal BoycottSafaricom
@elonmusk We need your WiFi in Kenya... @safaricom are treating us like trash 🗑 plizz help @starlink,We need your WiFi in Kenya are treating us like trash plizz help
@Safaricom deleting tweets bana  billions hii tweet then ikapotea #BoycottSafaricom,deleting tweets bana billions hii tweet then ikapotea BoycottSafaricom
"@Honeyfarsafi @safaricom kenya,its a high time you support this noble course. We have been promoting you for ages,its your time now!",kenyaits a high time you support this noble course We have been promoting you for agesits your time now!
@elonmusk Come 🇰🇪 and compete with @safaricom,Come and compete with
"@Honeyfarsafi Ndegwa the liar ceo must have had the @safaricom transaction cables under the sea altered with.
 Good decision  Hanifa.
May God bless your brilliance.!!",Ndegwa the liar ceo must have had the transaction cables under the sea altered with Good decision Hanifa May God bless your brilliance!
"@osoroKE @SafaricomPLC, @Safaricom",
@Itswambu1 Niliwaambia @safaricom ni maumbwa!!,Niliwaambia ni maumbwa!
@kilundeezy @Safaricom we shall revisit this,we shall revisit this
Ni kama hii internet bado tunapewa 2g. @safaricom,Ni kama hii internet bado tunapewa g
"Bytha @safaricom hambambi venye msee ananunua credo alaf akijaribu kupiga inamshow ,""you do not have sufficient funds."" Some calls are important at specific times,,,so make the system catch up maze",Bytha hambambi venye msee ananunua credo alaf akijaribu kupiga inamshow you do not have sufficient funds Some calls are important at specific timesso make the system catch up maze
@omondikevin123 @MrRightke @SafaricomPLC @safaricom @SafaricomPLC  @Safaricom_Care  watu bure sana,watu bure sana
@stats_feed @Safaricom,
@daweed_004 @landoo254 @safaricom maumbwa,maumbwa
And then we boycott @safaricom.,And then we boycott
@safaricom check DM,check DM
"@MrRightke the same shiet happened between me and @SafaricomPLC someone reversed money he sent to me because he never had cash 💸 at police station those people demanded for 2K from him for watching football at night,I called safarichieth for more than 10 times, since then I left @safaricom",the same shiet happened between me and someone reversed money he sent to me because he never had cash at police station those people demanded for K from him for watching football at nightI called safarichieth for more than times since then I left
@ntvkenya @safaricom CEO ulitaka kusalamiwa ama,CEO ulitaka kusalamiwa ama
@Josh001J @Starlink @elonmusk Kenya is ready for you. Reduce connection fee &amp; overnight @Safaricom boycott happens,Kenya is ready for you Reduce connection fee amp overnight boycott happens
"Still on our Kericho senator,@Aaroncheruiyot case . Why does he have to rent a building in Sindindet , a building that ain't that ative apart from @safaricom . Could there be some shoddy,/ illegal activities being done inside or within his premises?
#RejectFinanceBill2024",Still on our Kericho senator case Why does he have to rent a building in Sindindet a building that ai not that ative apart from Could there be some shoddy illegal activities being done inside or within his premises? RejectFinanceBill
"@sheriffdush @safaricom @SafaricomPLC  is just a sell out, they will be more than ready to share our date=a with the evil government.",is just a sell out they will be more than ready to share our datea with the evil government
@StandardKenya @Safaricom we are watching.,we are watching
@Kenyans @safaricom needs to hear this!!!!!!!!! oppressor's entity.,needs to hear this! oppressors entity
"@PeterNdegwa_ @SafaricomPLC @Safaricom state agents, enemy of the people. Shame on you. You should use people as profits points but when they are oppressed you help the oppressor.",state agents enemy of the people Shame on you You should use people as profits points but when they are oppressed you help the oppressor
@safaricom were you playing tricks#ROADTOSTATEHOUSE,were you playing tricksROADTOSTATEHOUSE
As we observe how @safaricom has been playing with internet providence … what do you have to tell us Kenya’s after you made a pledge to deliver internet to the country.🎤@elonmusk your response is very important.. @itsjustnjeri #FinanceBill2024 #Financebillprotests #kenya,As we observe how has been playing with internet providence what do you have to tell us Kenyas after you made a pledge to deliver internet to the country your response is very important FinanceBill Financebillprotests kenya
@Kenyans @Safaricom You will not believe,You will not believe
@Kenyans @safaricom  this one is for you,this one is for you
@safaricom @PeterNdegwa_ Try again that nonsense!,Try again that nonsense!
@ItsChanzu @safaricom @SafaricomPLC https://t.co/4VhqAOV7ND,
"@SafaricomPLC The global internet observatory NetBlocks confirms there was no physical subsea cable damage during Kenya's internet outage safaricom took kenyans for a ride 
@SafaricomPLC @safaricom
 sawa sawa follow the suit",The global internet observatory NetBlocks confirms there was no physical subsea cable damage during Kenyas internet outage safaricom took kenyans for a ride sawa sawa follow the suit
@nornyArmani @Safaricom was an enabler.,was an enabler
@Safaricom are liars.... https://t.co/pBKq9anD2G,are liars
@Safaricom. DON'T take Kenyans as fool. You will pay dearly for this.,DONT take Kenyans as fool You will pay dearly for this
@KhalifKairo @SafaricomPLC We are coming for you @safaricom,We are coming for you
@Safaricom,
@ItsChanzu @safaricom #RUTOMUSTGO #ZakayoMustGo,RUTOMUSTGO ZakayoMustGo
@KhalifKairo @Safaricom we shall revist,we shall revist
@Safaricom #weshallrevisit,weshallrevisit
@PeterNdegwa_ @SafaricomPLC @Safaricom aided abductions of Kenyans fighting for a better country. Apologies not accepted.,aided abductions of Kenyans fighting for a better country Apologies not accepted
@Safaricom,
@Kenyans @Safaricom is a con and the number enemy of Kenyans!! Why would they lie to Kenyans that there was a problem with undersea cable affecting network/connectivity last night!,is a con and the number enemy of Kenyans! Why would they lie to Kenyans that there was a problem with undersea cable affecting networkconnectivity last night!
"All @safaricom staff and Peter Ndegwa are selling out personal information, go to Google play store and unreview them, mark them with 1 star.. 
#Boycotsafaricom",All staff and Peter Ndegwa are selling out personal information go to Google play store and unreview them mark them with star Boycotsafaricom
Lets migrate to Airtel country people RESIST @safaricom#RutoMustGo,Lets migrate to Airtel country people RESIST RutoMustGo
"@safaricom mmeanza mchezo ya Jana? 
#Rutomustgo",mmeanza mchezo ya Jana? Rutomustgo
"A Phone, A Youth &amp; The Internet ( @safaricom shame on you  )... You guys are more powerful than you think, the impact has been felt.

#TheyWillNotBelive
#REJECTFİNANCEBILLKENYA2024 
#KOT
#WeWon",A Phone A Youth amp The Internet shame on you You guys are more powerful than you think the impact has been felt TheyWillNotBelive REJECTFNANCEBILLKENYA KOT WeWon
@MrRightke @safaricom,
@Kenyans Boycott @safaricom,Boycott
@Kenyans @safaricom @PeterNdegwa_ Think of your action with reference to Githurai 45 massacre. You inadvertently  exposed Kenyans to rogue officers by switching off internet.,Think of your action with reference to Githurai massacre You inadvertently exposed Kenyans to rogue officers by switching off internet
@KhalifKairo @SafaricomPLC @Safaricom maumbwa,maumbwa
@Safaricom you lied to us!!!,you lied to us!
@ItsChanzu @safaricom @SafaricomPLC your downfall has began.. and it will be well documented.,your downfall has began and it will be well documented
@moneyacademyKE @safaricom did you hear this,did you hear this
@MrRightke @safaricom what do you say😂,what do you say
@KhalifKairo @SafaricomPLC @Safaricom we shall have a Conversation😂,we shall have a Conversation
@moneyacademyKE @safaricom,
@safaricom.. Your days are numbered.,Your days are numbered
@moneyacademyKE @safaricom,
@Kenyans @Safaricom maubwa nyinyi you lied,maubwa nyinyi you lied
@Kenyans @safaricom ole wenu,ole wenu
@Kenyans @safaricom where is the lie .........,where is the lie
@KhalifKairo We are ditching our toxic relationship with @safaricom,We are ditching our toxic relationship with
@ItsChanzu @safaricom Weh mzee 😂😂😂,Weh mzee
@Educated___fool @safaricom 😂😂😂😂😂,
@ItsChanzu @safaricom https://t.co/NHOT1DbBKX,
@TeyaKevin Reject @safaricom,Reject
@Adele_lide @Safaricom,
@ItsChanzu @safaricom Get in there lewis https://t.co/MQ4U6FW0xs,Get in there lewis
@Adele_lide @Safaricom,
@evenmaina @SafaricomPLC @safaricom  acheni tumalizane na bill we shall come to you,acheni tumalizane na bill we shall come to you
"@ItsChanzu @safaricom Ndugu, I'm respectfully borrowing this meme, thanks",Ndugu I am respectfully borrowing this meme thanks
"@PeterNdegwa_ @SafaricomPLC Occupy all @Safaricom  Shops beginning with HQWestlands 
End the imperialist Monopoly Corporation 
Save the country for good 
You can't be rigging in tyrants to power every year",Occupy all Shops beginning with HQWestlands End the imperialist Monopoly Corporation Save the country for good You cannot be rigging in tyrants to power every year
@ItsChanzu @safaricom ati saf wajisunde kwa rasa? 😭 #RejectFinanceBill2024,ati saf wajisunde kwa rasa? RejectFinanceBill
"@erastus_mwanzia @xtiandela @elonmusk @Starlink @safaricom 😂😂😂😂 we umechizi. Ati streamline @SafaricomPLC. Maybe you should join Churchill, uko na jokes mingi sana. Looks like you're a visitor in Jerusalem. The State owns half of Safaricom, how do you have expect any changes hapo? The only legit solution is @Starlink",we umechizi Ati streamline Maybe you should join Churchill uko na jokes mingi sana Looks like you are a visitor in Jerusalem The State owns half of Safaricom how do you have expect any changes hapo? The only legit solution is
"After @safaricom's betrayal, I have no choice but to relegate it to SIM 2 cause it is public enemy #1. https://t.co/k61yTUBlXh",After s betrayal I have no choice but to relegate it to SIM cause it is public enemy
@citizentvkenya You'll kill @safaricom.,You will kill
@citizentvkenya Cancel @safaricom,Cancel
@PeterNdegwa_ @SafaricomPLC Cancel @safaricom,Cancel
"I'm glad that the chock hold @Safaricom had on Kenyan's is coming to an end. Like Ruto, they're liars and thieves. They've stolen credit and data, shared phone numbers for profit and now colluded with the GOV to limit internet access. Public trust is broken.",I am glad that the chock hold had on Kenyans is coming to an end Like Ruto they are liars and thieves They have stolen credit and data shared phone numbers for profit and now colluded with the GOV to limit internet access Public trust is broken
@SafaricomPLC @Safaricom_Care @safaricom care… did Mpesa reversal which was  declined by recipient. Been trying to call to find out status of the money with no success… please advise as this can be a door for fraud,care did Mpesa reversal which was declined by recipient Been trying to call to find out status of the money with no success please advise as this can be a door for fraud
@erastus_mwanzia @xtiandela @elonmusk @Starlink @safaricom We've done that for years now. Even took them to Ethiopia. They failed us when we needed them most.,We have done that for years now Even took them to Ethiopia They failed us when we needed them most
Fuck you and whatever you stand for @safaricom,Fuck you and whatever you stand for
"@jamessmat Tunaboycott safaricom @safaricom
#boycottsafaricom",Tunaboycott safaricom boycottsafaricom
@safaricom hata mzime internet whatever you're avoiding will continue when the internet is back. This is not a one week thing we can't be silenced. #RejectFinanceBill2024,hata mzime internet whatever you are avoiding will continue when the internet is back This is not a one week thing we cannot be silenced RejectFinanceBill
@safaricom mungu anawaona na hii net yenu I missed my virtual interview,mungu anawaona na hii net yenu I missed my virtual interview
"@safaricom turned it's back on kenyans the hour of need, boycott safaricom#REJECTFİNANCEBILLKENYA2024",turned it is back on kenyans the hour of need boycott safaricomREJECTFNANCEBILLKENYA
@_lennoxomondi @AIRTEL_KE Fuck @safaricom,Fuck
@lindahoguttu Nothing doing! We are just being robbed of the bundles by @safaricom until we drop dead. You can easily buy bundles but internet browsing  is locked,Nothing doing! We are just being robbed of the bundles by until we drop dead You can easily buy bundles but internet browsing is locked
Internet cables under sea getting fixed in a few hours is the magic of the year. @safaricom,Internet cables under sea getting fixed in a few hours is the magic of the year
Now we know. @safaricom,Now we know
@evenmaina @SafaricomPLC @safaricom we will revisit you people nkt,we will revisit you people nkt
Clearly @safaricom @safaricomplc decided to side with the oppressor to kill is all. So unfortunate.  #REJECTF?NANCEB?LL2024,Clearly decided to side with the oppressor to kill is all So unfortunate REJECTF?NANCEB?LL
@erastus_mwanzia @xtiandela @elonmusk @Starlink @safaricom Starlink will also employ our brothers and sisters,Starlink will also employ our brothers and sisters
@erastus_mwanzia @xtiandela @elonmusk @Starlink @safaricom The same @SafaricomPLC  that cuts the internet when we needed them the most?,The same that cuts the internet when we needed them the most?
"Somehow, Safaricom fixed the undersea internet cables within hours, a task that took the rest of Africa a week. @Safaricom, it's time to pack up and leave. #WilliamRuto #AfricanUnion #Githurai45",Somehow Safaricom fixed the undersea internet cables within hours a task that took the rest of Africa a week it is time to pack up and leave WilliamRuto AfricanUnion Githurai
@WaruiJohn2 @safaricom,
@georgediano @SafaricomPLC Anywhere I see someone hating @safaricom I join.,Anywhere I see someone hating I join
@georgediano @SafaricomPLC We shan't forget....✊🏾✊🏾@Safaricom#RejectFinanceBill2024,We sha not forgetRejectFinanceBill
@jamessmat We shall revisit bro .they are sell outs @safaricom,We shall revisit bro they are sell outs
@ntvkenya Fall of @safaricom is near,Fall of is near
@erastus_mwanzia @xtiandela @elonmusk @Starlink @safaricom Has your president employed the youths?? He is also sending us abroad. Nothing wrong with us working from home using star link @elonmusk come to our rescue,Has your president employed the youths? He is also sending us abroad Nothing wrong with us working from home using star link come to our rescue
@safaricom so undersea cables were fixed overnight. We are not stupid. Safaricom s*cks #rejectfinancebill2024.,so undersea cables were fixed overnight We are not stupid Safaricom scks rejectfinancebill
"@erastus_mwanzia @xtiandela @elonmusk @Starlink @safaricom Many youths are earning here on this platform, safaricom wakae",Many youths are earning here on this platform safaricom wakae
@SafaricomPLC @Safaricom refund my data,refund my data
@SafaricomPLC Kwanza nyinyi @safaricom design mmeniibia Hadi nikaenda Airtel sijui tukikuja kuwasalimia nitawafanya aje,Kwanza nyinyi design mmeniibia Hadi nikaenda Airtel sijui tukikuja kuwasalimia nitawafanya aje
@AIRTEL_KE Ziii tumechoka na @safaricom. Improve your money transfers service. We are coming,Zii tumechoka na Improve your money transfers service We are coming
"@MihrThakar @safaricom has shown whose side it is on. We had to reclaim this country, the innocence of this country and instead of supporting the people of kenya, it had chosen the wrong side of history!",has shown whose side it is on We had to reclaim this country the innocence of this country and instead of supporting the people of kenya it had chosen the wrong side of history!
"@mbiti_mwondi Use Airtel plzzzxxxzzzzzz🔥🔥🔥🔥🔥🔥safaricom cut out twitter (x)❗❗❗❗❗❗❗❗❗@safaricom @AIRTEL_KE 
@elonmusk",Use Airtel plzzxxzzsafaricom cut out twitter x
"@safaricom 

it's a shame you've decided to be on the wrong side of history",it is a shame you have decided to be on the wrong side of history
"@_fels1 Use Airtel plzzzxxxzzzzzz🔥🔥🔥🔥🔥🔥safaricom cut out twitter (x)❗❗❗❗❗❗❗❗❗@safaricom @AIRTEL_KE 
@elonmusk",Use Airtel plzzxxzzsafaricom cut out twitter x
"@_fels1 Use Airtel plzzzxxxzzzzzz🔥🔥🔥🔥🔥🔥safaricom cut out twitter (x)❗❗❗❗❗❗❗❗❗@safaricom @AIRTEL_KE 
@elonmusk",Use Airtel plzzxxzzsafaricom cut out twitter x
"Sisi kitu tumaogopa tu ni kukosa bundles @safaricom @AIRTEL_KE leteni gen z package

Aluta continua'",Sisi kitu tumaogopa tu ni kukosa bundles leteni gen z package Aluta continua
@Nkarichia @Kalasinga_ @safaricom How does the shareholding read btw?,How does the shareholding read btw?
@safaricom will you refund me money used to buy the hourly bundles when you collide with the state to disconnect the internet?,will you refund me money used to buy the hourly bundles when you collide with the state to disconnect the internet?
Clearly @safaricom @safaricomplc decided to side with the oppressor to kill is all. So unfortunate.  #rejectfinancebill2024,Clearly decided to side with the oppressor to kill is all So unfortunate rejectfinancebill
"@safaricom @airtel fuck you too
#RejectFinanceBill2024",fuck you too RejectFinanceBill
"It were not for @airtel I could not be online.
@safaricom has been compromised.
Our beloved country Kenya should be protected from disintegrating the Sudan &amp; DRC way.",It were not for I could not be online has been compromised Our beloved country Kenya should be protected from disintegrating the Sudan amp DRC way
@Iamnjoki @safaricom Hii kitu ya boycott @SafaricomPLC should be actualized soon. These guys are behaving like @WilliamsRuto!,Hii kitu ya boycott should be actualized soon These guys are behaving like !
"@omwambaKE Yes this is true!! Airtel sis fine 
@safaricom is a govt puppet",Yes this is true! Airtel sis fine is a govt puppet
@safaricom utajitetea aje?,utajitetea aje?
"@omwambaKE Use Airtel plzzzxxxzzzzzz🔥🔥🔥🔥🔥🔥safaricom cut out twitter (x)❗❗❗❗❗❗❗❗❗@safaricom @AIRTEL_KE 
@elonmusk",Use Airtel plzzxxzzsafaricom cut out twitter x
"@wangecike_ @SafaricomPLC @AIRTEL_KE Use Airtel plzzzxxxzzzzzz🔥🔥🔥🔥🔥🔥safaricom cut out twitter (x)❗❗❗❗❗❗❗❗❗@safaricom @AIRTEL_KE 
@elonmusk",Use Airtel plzzxxzzsafaricom cut out twitter x
@omwambaKE @safaricom things will never be the same,things will never be the same
"Dear Customer, we are facing disruption of internet service due to loss of some undersea fibre capacity. We apologize for the inconvenience caused 

@safaricom sisi sio wanjinga 🌚 i will boycott you",Dear Customer we are facing disruption of internet service due to loss of some undersea fibre capacity We apologize for the inconvenience caused sisi sio wanjinga i will boycott you
@safaricom home Fibre still super slow...Anyone else experiencing the same?,home Fibre still super slowAnyone else experiencing the same?
"@safaricom hatutaki stori za jaba.. ati Dear Customer, we are experiencing poor internet connectivity affecting M-PESA and Safaricom Apps.  #RejectFinanceBill Nŭgŭ",hatutaki stori za jaba ati Dear Customer we are experiencing poor internet connectivity affecting MPESA and Safaricom Apps RejectFinanceBill Ng
Fuck what's the matter with the slow internet @safaricom,Fuck what is the matter with the slow internet
@Kalasinga_ How can @safaricom not read the mood of the country? Whoa,How can not read the mood of the country? Whoa
@safaricom so under sea cable imekuwa repaired tayari wooow....last tym ilichukua week https://t.co/aAh2QxnQ00,so under sea cable imekuwa repaired tayari woowlast tym ilichukua week
@johnallannamu @safaricom BURE KABISA SHAME ON YOU,BURE KABISA SHAME ON YOU
"@GEORGE__NDERITU @safaricom @Telkom Okay but use the right tag 

#RejectFinanceBill2024",Okay but use the right tag RejectFinanceBill
"@Kiritubobo Yangu bado .....Eld @safaricom is very  poor,I'm using @Telkom

#REJECTFINANCEBİLL2024",Yangu bado Eld is very poorI am using REJECTFINANCEBLL
"@safaricom, we see what you're doing.",we see what you are doing
@edgarobare Address who when majority stream. @safaricom decided to be party to the oppression.,Address who when majority stream decided to be party to the oppression
@lindahoguttu Nothing doing! We are just being robbed of the bundles by @safaricom until we drop dead. You can easily buy bundles but internet browsing  is locked,Nothing doing! We are just being robbed of the bundles by until we drop dead You can easily buy bundles but internet browsing is locked
Hello @safaricom. We need internet back. Wacha kiburi na madharao mingi #RejectFinanceBill2024,Hello We need internet back Wacha kiburi na madharao mingi RejectFinanceBill
"Big up @airtel
Fuck you @Safaricom https://t.co/vZTaruLZWd",Big up Fuck you
"@safaricom maumbwa nyinyi sasa mbona mtuzimie internet 
Kumanina zenu

#REJECTFİNANCEBILL2024 
#RutoMustGo",maumbwa nyinyi sasa mbona mtuzimie internet Kumanina zenu REJECTFNANCEBILL RutoMustGo
"Dear @Safaricom,
Accept our Apologies.
We were not Familiar with your game!",Dear Accept our Apologies We were not Familiar with your game!
@SafaricomPLC We need to have some conversations around @Safaricom,We need to have some conversations around
"@Fiendlyg Use Airtel plzzzxxxzzzzzz🔥🔥🔥🔥🔥🔥safaricom cut out twitter (x)❗❗❗❗❗❗❗❗❗@safaricom @AIRTEL_KE 
@elonmusk",Use Airtel plzzxxzzsafaricom cut out twitter x
"@droid254 Use Airtel plzzzxxxzzzzzz🔥🔥🔥🔥🔥🔥safaricom cut out twitter (x)❗❗❗❗❗❗❗❗❗@safaricom @AIRTEL_KE 
@elonmusk",Use Airtel plzzxxzzsafaricom cut out twitter x
"@RobertAlai Use Airtel plzzzxxxzzzzzz🔥🔥🔥🔥🔥🔥safaricom cut out twitter (x)❗❗❗❗❗❗❗❗❗@safaricom @AIRTEL_KE 
@elonmusk",Use Airtel plzzxxzzsafaricom cut out twitter x
"@RichDakvng Use Airtel plzzzxxxzzzzzz🔥🔥🔥🔥🔥🔥safaricom cut out twitter (x)❗❗❗❗❗❗❗❗❗@safaricom @AIRTEL_KE 
@elonmusk",Use Airtel plzzxxzzsafaricom cut out twitter x
"@KhalifKairo Use Airtel plzzzxxxzzzzzz🔥🔥🔥🔥🔥🔥safaricom cut out twitter (x)❗❗❗❗❗❗❗❗❗@safaricom @AIRTEL_KE 
@elonmusk",Use Airtel plzzxxzzsafaricom cut out twitter x
"@_blaise250 Use Airtel plzzzxxxzzzzzz🔥🔥🔥🔥🔥🔥safaricom cut out twitter (x)❗❗❗❗❗❗❗❗❗@safaricom @AIRTEL_KE 
@elonmusk",Use Airtel plzzxxzzsafaricom cut out twitter x
"@MkenyaMzi Use Airtel plzzzxxxzzzzzz🔥🔥🔥🔥🔥🔥safaricom cut out twitter (x)❗❗❗❗❗❗❗❗❗@safaricom @AIRTEL_KE 
@elonmusk",Use Airtel plzzxxzzsafaricom cut out twitter x
"Fuck you @safaricom
#RejectFinanceBill2024",Fuck you RejectFinanceBill
"@johnallannamu Airtel is working perfectly fine, @safaricom their data and WiFi useless people.",Airtel is working perfectly fine their data and WiFi useless people
"@_blaise250 Use Airtel plzzzxxxzzzzzz🔥🔥🔥🔥🔥🔥safaricom cut out twitter (x)❗❗❗❗❗❗❗❗❗@safaricom @AIRTEL_KE 
@elonmusk",Use Airtel plzzxxzzsafaricom cut out twitter x
@safaricom. Net yenu sahi haiwezi hata shika samaki,Net yenu sahi haiwezi hata shika samaki
